Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
590,"3,4-Dihydroxycinnamic Acid",https://www.drugbank.ca/drugs/DB01880,https://www.drugbank.ca/structures/DB01880/thumb.svg,1.15,3.64,180.1574,C9H8O4,1.61,Not Available
591,"2-Methylpentane-1,2,4-Triol",https://www.drugbank.ca/drugs/DB01881,https://www.drugbank.ca/structures/DB01881/thumb.svg,-0.94,13.98,134.1736,C6H14O3,440.0,Not Available
592,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",https://www.drugbank.ca/drugs/DB01882,https://www.drugbank.ca/structures/DB01882/thumb.svg,-0.1,10.24,228.311,C10H16N2O2S,9.28,Not Available
593,N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,https://www.drugbank.ca/drugs/DB01883,https://www.drugbank.ca/structures/DB01883/thumb.svg,1.31,9.17,482.617,C21H30N4O5S2,0.0197,Not Available
594,D-Galctopyranosyl-1-On,https://www.drugbank.ca/drugs/DB01885,https://www.drugbank.ca/structures/DB01885/thumb.svg,-2.2,11.62,178.14,C6H10O6,586.0,Not Available
595,Inhibitor BEA369,https://www.drugbank.ca/drugs/DB01887,https://www.drugbank.ca/structures/DB01887/thumb.svg,0.72,12.16,620.6894,C34H40N2O9,0.148,Not Available
596,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",https://www.drugbank.ca/drugs/DB01888,https://www.drugbank.ca/structures/DB01888/thumb.svg,3.03,17.55,471.619,C23H33N7O2S,0.00934,Not Available
597,"16,17-Androstene-3-Ol",https://www.drugbank.ca/drugs/DB01889,https://www.drugbank.ca/structures/DB01889/thumb.svg,5.13,18.3,274.4409,C19H30O,0.000355,Not Available
598,"N,N-bis(3-(D-gluconamido)propyl)deoxycholamide",https://www.drugbank.ca/drugs/DB01890,https://www.drugbank.ca/structures/DB01890/thumb.svg,0.25,5.13,862.056,C42H75N3O15,0.0736,Not Available
599,Tl-3-093,https://www.drugbank.ca/drugs/DB01891,https://www.drugbank.ca/structures/DB01891/thumb.svg,1.87,12.46,455.5466,C25H33N3O5,0.00941,Not Available
600,Hyperforin,https://www.drugbank.ca/drugs/DB01892,https://www.drugbank.ca/structures/DB01892/thumb.svg,6.32,6.32,536.785,C35H52O4,0.000632,"Hyperforin is a phytochemical produced by some of the members of the plant genus Hypericum, notably Hypericum perforatum (St John's wort)."
601,N6-Benzyl Adenosine-5&#39;-Diphosphate,https://www.drugbank.ca/drugs/DB01893,https://www.drugbank.ca/structures/DB01893/thumb.svg,-0.15,1.77,517.3237,C17H21N5O10P2,2.23,Not Available
602,N-acetyl-alpha-neuraminic acid,https://www.drugbank.ca/drugs/DB01894,https://www.drugbank.ca/structures/DB03721/thumb.svg,-2.8,3.0,309.2699,C11H19NO9,227.0,"An N-acyl derivative of neuraminic acid. N-acetylneuraminic acid occurs in many polysaccharides, glycoproteins, and glycolipids in animals and bacteria. (From Dorland, 28th ed, p1518)"
603,Aspartyl-Adenosine-5&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01895,https://www.drugbank.ca/structures/DB01895/thumb.svg,-2.3,0.77,462.3086,C14H19N6O10P,2.59,Not Available
604,M-Aminophenylboronic Acid,https://www.drugbank.ca/drugs/DB01896,https://www.drugbank.ca/structures/DB01896/thumb.svg,0.21,8.79,136.944,C6H8BNO2,2.53,Not Available
605,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,https://www.drugbank.ca/drugs/DB01897,https://www.drugbank.ca/structures/DB01897/thumb.svg,1.76,10.01,466.495,C24H16N7O2S,0.00281,Not Available
606,"(2S,3S)-2-azanyl-3-methyl-pentanedioic acid",https://www.drugbank.ca/drugs/DB01898,https://www.drugbank.ca/structures/DB01898/thumb.svg,-3.3,2.02,161.1558,C6H11NO4,38.1,Not Available
607,Nd1-Phosphonohistidine,https://www.drugbank.ca/drugs/DB01899,https://www.drugbank.ca/structures/DB01899/thumb.svg,-1.7,0.56,236.1424,C6H11N3O5P,1.79,Not Available
608,Sucrosofate,https://www.drugbank.ca/drugs/DB01901,https://www.drugbank.ca/structures/DB01901/thumb.svg,-1.9,-3.4,982.802,C12H22O35S8,1.45,Not Available
609,5-Bromo-2&#39;-Deoxyuridine-5&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01903,https://www.drugbank.ca/structures/DB01903/thumb.svg,-0.9,1.23,387.078,C9H12BrN2O8P,7.54,Not Available
610,D-Xylitol,https://www.drugbank.ca/drugs/DB01904,https://www.drugbank.ca/structures/DB01904/thumb.svg,-2.5,12.76,152.1458,C5H12O5,664.0,A five-carbon sugar alcohol derived from xylose by reduction of the carbonyl group. It is as sweet as sucrose and used as a noncariogenic sweetener. [PubChem]
611,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,https://www.drugbank.ca/drugs/DB01905,https://www.drugbank.ca/structures/DB01905/thumb.svg,0.69,9.08,283.3052,C15H15N4O2,0.0802,Not Available
612,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid",https://www.drugbank.ca/drugs/DB01906,https://www.drugbank.ca/structures/DB01906/thumb.svg,0.02,3.9,272.2196,C11H8N6O3,2.83,Not Available
613,NADH,https://www.drugbank.ca/drugs/DB01907,https://www.drugbank.ca/structures/DB00157/thumb.svg,-5.1,-7.0,665.441,C21H29N7O14P2,2.95,"NADH is the reduced form of NAD+, and NAD+ is the oxidized form of NADH, a coenzyme composed of ribosylnicotinamide 5'-diphosphate coupled to adenosine 5'-phosphate by pyrophosphate linkage. It is found widely in nature and is involved in numerous enzymatic reactions in which it serves as an electron carrier by being alternately oxidized (NAD+) and reduced (NADH). It forms NADP with the addition of a phosphate group to the 2' position of the adenosyl nucleotide through an ester linkage. (Dorland, 27th ed)"
614,RU85493,https://www.drugbank.ca/drugs/DB01908,https://www.drugbank.ca/structures/DB01908/thumb.svg,2.01,1.61,637.6167,C32H36N3O9P,0.00116,Not Available
615,Alpha-Cyclodextrin (Cyclohexa-Amylose),https://www.drugbank.ca/drugs/DB01909,https://www.drugbank.ca/structures/DB01909/thumb.svg,-2.4,11.56,972.8436,C36H60O30,792.0,Not Available
616,Sinefungin,https://www.drugbank.ca/drugs/DB01910,https://www.drugbank.ca/structures/DB01910/thumb.svg,-3.0,1.95,381.387,C15H23N7O5,4.63,"Sinefungin is a solid. This compound belongs to the purine nucleosides and analogues. These are compounds comprising a purine base attached to a sugar. The proteins that adenosyl-ornithine target include RdmB, modification methylase TaqI, rRNA (adenine-N6-)-methyltransferase, and modification methylase RsrI."
617,N-Methylmesoporphyrin,https://www.drugbank.ca/drugs/DB01911,https://www.drugbank.ca/structures/DB01911/thumb.svg,4.96,3.71,580.7165,C35H40N4O4,0.0383,N-methylmesoporphyrin is a solid. This compound belongs to the porphyrins. These are compounds containing a fundamental skeleton of four pyrrole nuclei united through the alpha-positions by four methine groups to form a macrocyclic structure. This medication is known to target ferrochelatase.
618,D-glucose,https://www.drugbank.ca/drugs/DB01914,https://www.drugbank.ca/structures/DB01914/thumb.svg,-2.4,11.8,180.1559,C6H12O6,261.0,Not Available
619,S-Hydroxycysteine,https://www.drugbank.ca/drugs/DB01915,https://www.drugbank.ca/structures/DB01915/thumb.svg,-3.1,1.87,137.158,C3H7NO3S,342.0,"S-hydroxycysteine is a solid. This compound belongs to the alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof. It targets the proteins subtilisin BPN', glutathione S-transferase A1, glutathione S-transferase p, myelin P2 protein, and complement c3."
620,[Methyltelluro]Acetate,https://www.drugbank.ca/drugs/DB01918,https://www.drugbank.ca/structures/DB01918/thumb.svg,-0.3,3.8,200.7,C3H5O2Te,116.0,[methyltelluro]acetate is a solid. This compound belongs to the organic oxoanionic compounds. These are organic compounds containing an oxoanion. This medication targets the protein monomeric sarcosine oxidase.
621,Pentanal,https://www.drugbank.ca/drugs/DB01919,https://www.drugbank.ca/structures/DB01919/thumb.svg,1.41,15.59,86.1323,C5H10O,14.8,Pentanal is a solid. This compound belongs to the polyamines. These are compounds containing more than one amine group. This drug targets the protein cAMP-dependent protein kinase catalytic subunit alpha.
622,1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose,https://www.drugbank.ca/drugs/DB01920,https://www.drugbank.ca/structures/DB01920/thumb.svg,-0.58,12.2,301.2494,C12H15NO8,20.6,"Includes ortho-, meta-, and para-nitrophenylgalactosides. [PubChem]"
623,Xylose-Derived Lactam Oxime,https://www.drugbank.ca/drugs/DB01921,https://www.drugbank.ca/structures/DB01921/thumb.svg,-2.4,9.74,162.1439,C5H10N2O4,76.7,Not Available
624,"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",https://www.drugbank.ca/drugs/DB01922,https://www.drugbank.ca/structures/DB01922/thumb.svg,-3.0,9.33,516.4511,C18H32N2O15,194.0,Not Available
625,L-Xylulose 5-Phosphate,https://www.drugbank.ca/drugs/DB01923,https://www.drugbank.ca/structures/DB01923/thumb.svg,-1.8,1.49,216.1263,C5H13O7P,32.6,Not Available
626,Benzhydroxamic Acid,https://www.drugbank.ca/drugs/DB01924,https://www.drugbank.ca/structures/DB01924/thumb.svg,0.26,9.65,137.136,C7H7NO2,4.57,Not Available
627,"2&#39;-Chloro-Biphenyl-2,3-Diol",https://www.drugbank.ca/drugs/DB01925,https://www.drugbank.ca/structures/DB01925/thumb.svg,3.23,9.03,220.652,C12H9ClO2,0.105,Not Available
628,Carboxymycobactin S,https://www.drugbank.ca/drugs/DB01926,https://www.drugbank.ca/structures/DB01926/thumb.svg,2.64,4.88,801.661,C36H51FeN5O12,0.103,Not Available
629,Huperzine A,https://www.drugbank.ca/drugs/DB01928,https://www.drugbank.ca/structures/DB04864/thumb.svg,1.78,11.11,242.3162,C15H18N2O,0.166,"Huperzine A, is a naturally occurring sesquiterpene alkaloid found in the extracts of the firmossHuperzia serrata. The botanical has been used in China for centuries for the treatment of swelling, fever and blood disorders. Recently in clinical trials in China, it has demonstrated neuroprotective effects. It is currently being investigated as a possible treatment for diseases characterized by neurodegeneration – particularly Alzheimer’s disease. [Wikipedia]"
630,"5-Chloryl-2,4,6-Quinazolinetriamine",https://www.drugbank.ca/drugs/DB01929,https://www.drugbank.ca/structures/DB01929/thumb.svg,-0.3,17.16,241.634,C8H8ClN5O2,1.37,Not Available
631,"2,4-Dihydroxy-3,3-Dimethyl-Butyrate",https://www.drugbank.ca/drugs/DB01930,https://www.drugbank.ca/structures/DB01930/thumb.svg,-0.34,3.96,147.1491,C6H11O4,473.0,Not Available
632,"Dcka, 5,7-Dichlorokynurenic Acid",https://www.drugbank.ca/drugs/DB01931,https://www.drugbank.ca/structures/DB01931/thumb.svg,3.63,3.82,258.058,C10H5Cl2NO3,0.156,Not Available
633,7-Hydroxystaurosporine,https://www.drugbank.ca/drugs/DB01933,https://www.drugbank.ca/structures/DB01933/thumb.svg,2.78,7.42,482.5304,C28H26N4O4,0.0592,Not Available
634,"N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide",https://www.drugbank.ca/drugs/DB01934,https://www.drugbank.ca/structures/DB01934/thumb.svg,2.92,3.54,824.9594,C42H60N6O11,0.00815,Not Available
635,3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid,https://www.drugbank.ca/drugs/DB01935,https://www.drugbank.ca/structures/DB01935/thumb.svg,1.75,4.11,253.317,C12H15NO3S,0.412,Not Available
636,Ribose,https://www.drugbank.ca/drugs/DB01936,https://www.drugbank.ca/structures/DB01936/thumb.svg,-2.32,11.31,150.1299,C5H10O5,1070.0,Not Available
637,Guanosine-2&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01937,https://www.drugbank.ca/structures/DB01937/thumb.svg,-1.9,0.63,363.2206,C10H14N5O8P,3.56,Not Available
638,L-Histidine Beta Naphthylamide,https://www.drugbank.ca/drugs/DB01938,https://www.drugbank.ca/structures/DB01938/thumb.svg,1.1,12.75,280.3244,C16H16N4O,0.104,Not Available
639,5-Amidino-Benzimidazole,https://www.drugbank.ca/drugs/DB01939,https://www.drugbank.ca/structures/DB01939/thumb.svg,-0.58,11.77,161.1839,C8H9N4,1.86,Not Available
640,Balanol Analog 2,https://www.drugbank.ca/drugs/DB01940,https://www.drugbank.ca/structures/DB01940/thumb.svg,3.06,7.98,474.5051,C27H26N2O6,0.00395,Not Available
641,"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",https://www.drugbank.ca/drugs/DB01941,https://www.drugbank.ca/structures/DB01941/thumb.svg,6.15,3.93,363.4926,C24H29NO2,0.000302,Not Available
642,Formic Acid,https://www.drugbank.ca/drugs/DB01942,https://www.drugbank.ca/structures/DB01942/thumb.svg,-0.54,4.27,46.0254,CH2O2,477.0,"Formic acid (systematically called methanoic acid) is the simplest carboxylic acid. It is an important intermediate in chemical synthesis and occurs naturally, most famously in the venom of bee and ant stings. The principal use of formic acid is as a preservative and antibacterial agent in livestock feed."
643,(S)-blebbistatin,https://www.drugbank.ca/drugs/DB01944,https://www.drugbank.ca/structures/DB01944/thumb.svg,2.0,11.54,292.3318,C18H16N2O2,0.198,Not Available
644,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5&#39;-Phosphate,https://www.drugbank.ca/drugs/DB01945,https://www.drugbank.ca/structures/DB01945/thumb.svg,-0.4,1.26,339.1959,C9H14N3O9P,40.7,Not Available
645,"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione",https://www.drugbank.ca/drugs/DB01946,https://www.drugbank.ca/structures/DB01946/thumb.svg,3.25,9.61,398.4571,C24H22N4O2,0.0318,Not Available
646,RU78262,https://www.drugbank.ca/drugs/DB01947,https://www.drugbank.ca/structures/DB01947/thumb.svg,0.04,1.75,202.1012,C7H7O5P,4.44,Not Available
647,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",https://www.drugbank.ca/drugs/DB01948,https://www.drugbank.ca/structures/DB01948/thumb.svg,5.52,19.58,487.368,C26H22Cl2F2N2O,0.000122,Not Available
648,"2-Amino-N,3,3-Trimethylbutanamide",https://www.drugbank.ca/drugs/DB01949,https://www.drugbank.ca/structures/DB01949/thumb.svg,0.04,16.28,144.2147,C7H16N2O,73.3,Not Available
649,"N-(4-Methoxybenzyl)-N&#39;-(5-Nitro-1,3-Thiazol-2-Yl)Urea",https://www.drugbank.ca/drugs/DB01950,https://www.drugbank.ca/structures/DB01950/thumb.svg,2.05,10.45,308.313,C12H12N4O4S,0.0119,Not Available
650,Inhibitor of P38 Kinase,https://www.drugbank.ca/drugs/DB01953,https://www.drugbank.ca/structures/DB01953/thumb.svg,3.9,17.28,222.2851,C15H14N2,0.00869,"Inhibitor of P38 Kinase is a solid. This compound belongs to the indoles. These are compounds containing an indole moiety, which consists of a pyrrole ring fused to benzene to form 2,3-benzopyrrole. This drug is known to target mitogen-activated protein kinase 14."
651,Rolipram,https://www.drugbank.ca/drugs/DB01954,https://www.drugbank.ca/structures/DB01954/thumb.svg,3.16,3.83,275.348,C16H21NO3,0.0239,A phosphodiesterase inhibitor with antidepressant properties. [PubChem]
652,"1,4-Butanediol",https://www.drugbank.ca/drugs/DB01955,https://www.drugbank.ca/structures/DB01955/thumb.svg,-0.83,15.67,90.121,C4H10O2,675.0,Not Available
653,2-Aminoethanesulfonic Acid,https://www.drugbank.ca/drugs/DB01956,https://www.drugbank.ca/structures/DB01956/thumb.svg,-2.2,-1.5,125.147,C2H7NO3S,105.0,"A conditionally essential nutrient, important during mammalian development. It is present in milk but is isolated mostly from ox bile and strongly conjugates bile acids. [PubChem]"
654,3-Chlorophenol,https://www.drugbank.ca/drugs/DB01957,https://www.drugbank.ca/structures/DB01957/thumb.svg,2.5,8.79,128.556,C6H5ClO,14.6,Not Available
655,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",https://www.drugbank.ca/drugs/DB01958,https://www.drugbank.ca/structures/DB01958/thumb.svg,4.47,16.67,324.443,C18H20N4S,0.00278,Not Available
656,7n-Methyl-8-Hydroguanosine-5&#39;-Diphosphate,https://www.drugbank.ca/drugs/DB01960,https://www.drugbank.ca/structures/DB01960/thumb.svg,-1.7,1.77,459.243,C11H19N5O11P2,7.91,Not Available
657,Cytidine-3&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01961,https://www.drugbank.ca/structures/DB01961/thumb.svg,-2.0,0.89,323.1965,C9H14N3O8P,17.6,Not Available
658,Phosphonotyrosine,https://www.drugbank.ca/drugs/DB01962,https://www.drugbank.ca/structures/DB01962/thumb.svg,-0.76,1.38,261.1684,C9H12NO6P,1.93,An amino acid that occurs in endogenous proteins. Tyrosine phosphorylation and dephosphorylation plays a role in cellular signal transduction and possibly in cell growth control and carcinogenesis. [PubChem]
659,AL5424,https://www.drugbank.ca/drugs/DB01964,https://www.drugbank.ca/structures/DB01964/thumb.svg,0.49,8.14,390.455,C13H14N2O6S3,0.519,Not Available
660,"2&#39;-Deoxyuridine 5&#39;-Alpha,Beta-Imido-Triphosphate",https://www.drugbank.ca/drugs/DB01965,https://www.drugbank.ca/structures/DB01965/thumb.svg,-0.36,0.58,467.1569,C9H16N3O13P3,8.34,Not Available
661,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,https://www.drugbank.ca/drugs/DB01966,https://www.drugbank.ca/structures/DB01966/thumb.svg,8.91,1.87,748.0654,C41H82NO8P,5.43e-05,Not Available
662,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",https://www.drugbank.ca/drugs/DB01967,https://www.drugbank.ca/structures/DB01967/thumb.svg,2.3,11.91,403.538,C21H29N3O3S,0.288,Not Available
663,2-Thioethenamine,https://www.drugbank.ca/drugs/DB01968,https://www.drugbank.ca/structures/DB01968/thumb.svg,0.26,9.69,75.133,C2H5NS,17.7,Not Available
664,Trifluoroacetonyl Coenzyme A,https://www.drugbank.ca/drugs/DB01969,https://www.drugbank.ca/structures/DB01969/thumb.svg,0.21,0.83,877.569,C24H37F3N7O17P3S,4.21,Not Available
665,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",https://www.drugbank.ca/drugs/DB01970,https://www.drugbank.ca/structures/DB01970/thumb.svg,0.31,12.65,365.4623,C17H35NO7,9.98,Not Available
666,trans-urocanic acid,https://www.drugbank.ca/drugs/DB01971,https://www.drugbank.ca/structures/DB01971/thumb.svg,0.22,3.85,138.124,C6H6N2O2,42.5,Not Available
667,Guanosine-5&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01972,https://www.drugbank.ca/structures/DB01972/thumb.svg,-2.0,1.05,363.2206,C10H14N5O8P,3.56,Guanosine 5&#39;-monophosphate. A guanine nucleotide containing one phosphate group esterified to the sugar moiety and found widely in nature. [PubChem]
668,O-Benzylsulfonyl-Serine,https://www.drugbank.ca/drugs/DB01973,https://www.drugbank.ca/structures/DB01973/thumb.svg,-1.4,1.53,259.279,C10H13NO5S,2.3,Not Available
669,"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",https://www.drugbank.ca/drugs/DB01974,https://www.drugbank.ca/structures/DB01974/thumb.svg,-4.1,1.02,263.271,C8H13N3O5S,11.2,Not Available
670,AMPCPR,https://www.drugbank.ca/drugs/DB01975,https://www.drugbank.ca/structures/DB01975/thumb.svg,-2.0,0.81,557.3429,C16H25N5O13P2,4.24,Not Available
671,6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,https://www.drugbank.ca/drugs/DB01977,https://www.drugbank.ca/structures/DB01977/thumb.svg,2.46,12.14,289.3312,C18H15N3O,0.0129,Not Available
672,"7,9-Dimethylguanine",https://www.drugbank.ca/drugs/DB01978,https://www.drugbank.ca/structures/DB01978/thumb.svg,-2.6,9.82,180.1872,C7H10N5O,2.44,Not Available
673,Methyl alpha-D-mannoside,https://www.drugbank.ca/drugs/DB01979,https://www.drugbank.ca/structures/DB01979/thumb.svg,-2.5,12.21,194.1825,C7H14O6,862.0,Not Available
674,Para-Iodo-D-Phenylalanine Hydroxamic Acid,https://www.drugbank.ca/drugs/DB01980,https://www.drugbank.ca/structures/DB01980/thumb.svg,1.17,8.8,306.1003,C9H11IN2O2,0.256,Not Available
675,"3,6-Anhydro-D-Galactose-2-Sulfate",https://www.drugbank.ca/drugs/DB01981,https://www.drugbank.ca/structures/DB01981/thumb.svg,-2.0,-2.1,242.204,C6H10O8S,105.0,Not Available
676,D-Mannuronic Acid,https://www.drugbank.ca/drugs/DB01982,https://www.drugbank.ca/structures/DB01982/thumb.svg,-2.3,3.21,194.1394,C6H10O7,295.0,Not Available
677,2(S)-Amino-6-Boronohexanoic Acid,https://www.drugbank.ca/drugs/DB01983,https://www.drugbank.ca/structures/DB01983/thumb.svg,-2.9,1.9,191.998,C6H15BNO5,2.83,Not Available
678,4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid,https://www.drugbank.ca/drugs/DB01984,https://www.drugbank.ca/structures/DB01984/thumb.svg,1.28,3.27,771.9001,C38H57N7O10,0.00735,Not Available
679,N-Alpha-L-Acetyl-Arginine,https://www.drugbank.ca/drugs/DB01985,https://www.drugbank.ca/structures/DB01985/thumb.svg,-1.7,3.68,216.2376,C8H16N4O3,0.767,Not Available
680,Thiamin Diphosphate,https://www.drugbank.ca/drugs/DB01987,https://www.drugbank.ca/structures/DB01987/thumb.svg,-1.2,1.78,424.306,C12H18N4O7P2S,0.372,The coenzyme form of Vitamin B1 present in many animal tissues. It is a required intermediate in the pyruvate dehydrogenase complex and the ketoglutarate dehydrogenase complex. [PubChem]
