,Event,TimeControl,endFEN,moves,mated_by,Winner,victory_status,wKing_sqr,bKing_sqr,wQueen_sqr,bQueen_sqr,wRook_sqr,bRook_sqr,wRook2_sqr,bRook2_sqr,wBishop_sqr,bBishop_sqr,wBishop2_sqr,bBishop2_sqr,wKnight_sqr,bKnight_sqr,wKnight2_sqr,bKnight2_sqr,avg_Elo
4888,Rated Classical game,600+0,4rrk1/ppN2ppp/3p4/4p3/2BPP1b1/3P4/PP1K2PP/1RB4R b - - 0 16,16,,white,resign,"(6, 3)","(0, 6)","(None, None)","(None, None)","(7, 1)","(0, 4)","(7, 7)","(0, 5)","(4, 2)","(4, 6)","(7, 2)","(None, None)","(1, 2)","(None, None)","(None, None)","(None, None)",1437.5
4889,Rated Classical game,600+0,6B1/4k3/1p6/2p5/8/BP2n3/P1PrN1PP/RN2K3 w Q - 1 26,26,,white,resign,"(7, 4)","(1, 4)","(None, None)","(None, None)","(7, 0)","(6, 3)","(None, None)","(None, None)","(0, 6)","(None, None)","(5, 0)","(None, None)","(6, 4)","(5, 4)","(7, 1)","(None, None)",1076.5
4890,Rated Classical game,600+0,5kR1/p3rp1p/1p1Bp3/1p1b4/1P6/6R1/P5PP/6K1 b - - 8 33,33,Rook,white,mate,"(7, 6)","(0, 5)","(None, None)","(None, None)","(0, 6)","(1, 4)","(5, 6)","(None, None)","(2, 3)","(3, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1347.5
4891,Rated Classical game,600+0,8/p6R/4p1Q1/3p4/5P1k/2p1P3/r5PP/4K3 b - - 2 48,48,Rook,white,mate,"(7, 4)","(4, 7)","(2, 6)","(None, None)","(1, 7)","(6, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1302.5
4892,Rated Bullet game,60+0,3r1rk1/2q1bppQ/4p3/2pnP3/8/P2B2B1/1P1R1PPP/3R2K1 b - - 0 22,22,Queen,white,mate,"(7, 6)","(0, 6)","(1, 7)","(1, 2)","(6, 3)","(0, 3)","(7, 3)","(0, 5)","(5, 3)","(1, 4)","(5, 6)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)",1381.5
4893,Rated Bullet game,60+0,1r5r/7p/2p1kp2/pPP1p3/8/6P1/1P3P1P/2KR3R b - - 0 25,25,,white,outoftime,"(7, 2)","(2, 4)","(None, None)","(None, None)","(7, 3)","(0, 1)","(7, 7)","(0, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1771.5
4894,Rated Classical game,1140+19,r1bqk1r1/pp1pbppp/2p5/4Q3/8/8/PPPP1PPP/RNB1KBNR b KQq - 0 11,11,,white,resign,"(7, 4)","(0, 4)","(3, 4)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 6)","(7, 2)","(0, 2)","(7, 5)","(1, 4)","(7, 1)","(None, None)","(7, 6)","(None, None)",1291.5
4895,Rated Bullet game,60+0,8/p4p1p/2p2p2/P1n1p3/Kp5P/2k2P2/1r6/1B6 w - - 2 54,54,Knight,black,mate,"(4, 0)","(5, 2)","(None, None)","(None, None)","(None, None)","(6, 1)","(None, None)","(None, None)","(7, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 2)","(None, None)","(None, None)",2007.5
4896,Rated Bullet game,60+0,8/8/1k6/1p1P4/1K6/8/P5P1/8 w - - 1 47,47,,black,outoftime,"(4, 1)","(2, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1635.0
4897,Rated Blitz game,180+0,2k1r2r/pp3ppp/2pb1n2/7q/2Pp4/1P1N1P1P/P2QB3/2KR3R b - - 6 19,19,,white,outoftime,"(7, 2)","(0, 2)","(6, 3)","(3, 7)","(7, 3)","(0, 4)","(7, 7)","(0, 7)","(6, 4)","(2, 3)","(None, None)","(None, None)","(5, 3)","(2, 5)","(None, None)","(None, None)",1332.0
4898,Rated Classical game,600+0,2kr3r/1p3p1p/2pp4/1p4p1/1P3p2/2b3nP/P1N3P1/1RB2R1K w - - 1 21,21,,black,resign,"(7, 7)","(0, 2)","(None, None)","(None, None)","(7, 1)","(0, 3)","(7, 5)","(0, 7)","(7, 2)","(5, 2)","(None, None)","(None, None)","(6, 2)","(5, 6)","(None, None)","(None, None)",1879.0
4899,Rated Blitz game,180+0,5k2/1R3n2/8/3K1Bp1/6P1/8/8/4r3 w - - 4 57,57,,black,outoftime,"(3, 3)","(0, 5)","(None, None)","(None, None)","(1, 1)","(7, 4)","(None, None)","(None, None)","(3, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 5)","(None, None)","(None, None)",2152.5
4900,Rated Bullet game,45+3,8/8/8/8/P7/8/1PP1k3/2KR4 b - - 0 42,42,,white,resign,"(7, 2)","(6, 4)","(None, None)","(None, None)","(7, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1357.5
4901,Rated Classical game,300+5,r1k1r3/2b4R/p7/1p5p/1P1B2n1/P7/6P1/7K w - - 0 30,30,,black,resign,"(7, 7)","(0, 2)","(None, None)","(None, None)","(1, 7)","(0, 0)","(None, None)","(0, 4)","(4, 3)","(1, 2)","(None, None)","(None, None)","(None, None)","(4, 6)","(None, None)","(None, None)",1639.0
4902,Rated Bullet game,30+0,8/pp2k3/2P2p2/8/2K5/8/8/8 b - - 0 40,40,,white,outoftime,"(4, 2)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1966.5
4903,Rated Bullet game,60+0,8/8/1p2k3/p2p1p2/1K1BpP2/1P6/r7/8 w - - 0 33,33,,black,outoftime,"(4, 1)","(2, 4)","(None, None)","(None, None)","(None, None)","(6, 0)","(None, None)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1601.5
4904,Rated Classical game,600+2,5rk1/pp4pp/8/3pB3/3P4/3Q4/PPP3r1/R2K3q w - - 2 27,27,,black,resign,"(7, 3)","(0, 6)","(5, 3)","(7, 7)","(7, 0)","(0, 5)","(None, None)","(6, 6)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2109.0
4905,Rated Blitz game,180+0,B7/5p2/2nk4/1K4p1/8/P1P2PP1/8/8 b - - 10 54,54,,white,outoftime,"(3, 1)","(2, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(0, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 2)","(None, None)","(None, None)",1645.0
4906,Rated Blitz game,180+0,8/1B2k3/8/P1b2P2/6K1/8/7p/8 w - - 0 49,49,,black,outoftime,"(4, 6)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 1)","(3, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1573.5
4907,Rated Bullet game,60+0,8/2R2pk1/8/2p2p1p/P4P2/K4r1P/8/8 w - - 0 41,41,,black,outoftime,"(5, 0)","(1, 6)","(None, None)","(None, None)","(1, 2)","(5, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1427.5
4908,Rated Blitz game,180+0,8/p4pk1/6p1/4b2P/8/5q2/5P2/5K2 w - - 0 56,56,,black,resign,"(7, 5)","(1, 6)","(None, None)","(5, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2164.0
4909,Rated Blitz game,180+0,r4rk1/p1p3bp/b1p3p1/3p4/N2Pp3/1QP4P/PPKRNP2/7q w - - 0 18,18,,black,outoftime,"(6, 2)","(0, 6)","(5, 1)","(7, 7)","(6, 3)","(0, 0)","(None, None)","(0, 5)","(None, None)","(1, 6)","(None, None)","(2, 0)","(4, 0)","(None, None)","(6, 4)","(None, None)",1274.5
4910,Rated Blitz game,180+0,8/8/7K/6r1/5kPP/8/8/8 b - - 0 72,72,,white,outoftime,"(2, 7)","(4, 5)","(None, None)","(None, None)","(None, None)","(3, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2020.5
4911,Rated Blitz game,180+0,4rr2/3qbk1n/pp1p1p2/2pPpNpP/P1P1P1P1/1P4P1/5RQ1/3B1RK1 b - - 0 37,37,,white,outoftime,"(7, 6)","(1, 5)","(6, 6)","(1, 3)","(6, 5)","(0, 4)","(7, 5)","(0, 5)","(7, 3)","(1, 4)","(None, None)","(None, None)","(3, 5)","(1, 7)","(None, None)","(None, None)",1496.5
4912,Rated Blitz game,180+0,8/pp5p/8/2k5/8/8/PPP3PP/3R2K1 b - - 1 35,35,,white,resign,"(7, 6)","(3, 2)","(None, None)","(None, None)","(7, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1857.5
4913,Rated Blitz game,420+0,2N5/3n2kp/4b1p1/N3P3/Pp1P4/8/1PP3P1/R5K1 b - - 0 33,33,,white,resign,"(7, 6)","(1, 6)","(None, None)","(None, None)","(7, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 4)","(None, None)","(None, None)","(0, 2)","(1, 3)","(3, 0)","(None, None)",1603.5
4914,Rated Blitz game,300+0,8/2k4r/p1p5/1p1pP3/3P1q1P/P2K1P2/2P2P2/1R6 w - - 0 31,31,,black,resign,"(5, 3)","(1, 2)","(None, None)","(4, 5)","(7, 1)","(1, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1616.0
4915,Rated Blitz game,300+0,8/1p1k4/p7/3pp3/3b4/P7/2QB1PPP/4R1K1 b - - 0 33,33,,white,resign,"(7, 6)","(1, 3)","(6, 2)","(None, None)","(7, 4)","(None, None)","(None, None)","(None, None)","(6, 3)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1841.5
4916,Rated Blitz game,300+0,5bk1/pp1r1p1p/2r2B2/2p1p1Q1/4P3/3P2P1/PPP4P/R6K b - - 2 27,27,,white,outoftime,"(7, 7)","(0, 6)","(3, 6)","(None, None)","(7, 0)","(1, 3)","(None, None)","(2, 2)","(2, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1479.5
4917,Rated Blitz game,300+0,r4N2/ppbkn3/n1p5/4P3/3P2R1/8/PPPB3P/2KR4 b - - 0 22,22,,white,resign,"(7, 2)","(1, 3)","(None, None)","(None, None)","(4, 6)","(0, 0)","(7, 3)","(None, None)","(6, 3)","(1, 2)","(None, None)","(None, None)","(0, 5)","(1, 4)","(None, None)","(2, 0)",1853.0
4918,Rated Blitz game,300+0,rnb2rk1/4Nppp/p2b1n2/1p2pP1N/8/3B4/PP4PP/R1BQ1RK1 b - - 0 19,19,,white,resign,"(7, 6)","(0, 6)","(7, 3)","(None, None)","(7, 0)","(0, 0)","(7, 5)","(0, 5)","(5, 3)","(0, 2)","(7, 2)","(2, 3)","(1, 4)","(0, 1)","(3, 7)","(2, 5)",1374.5
4919,Rated Classical game,900+0,6k1/7p/4R3/3p1p2/1P6/P4Pp1/5qP1/5K2 w - - 1 48,48,Queen,black,mate,"(7, 5)","(0, 6)","(None, None)","(6, 5)","(2, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2069.5
4920,Rated Blitz game,300+0,8/8/K1q5/8/8/kP6/P2Q4/8 w - - 19 57,57,,draw,draw,"(2, 0)","(5, 0)","(6, 3)","(2, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1381.5
4921,Rated Bullet game,30+0,8/p2R2k1/6p1/7p/1p3Pp1/6P1/P7/6K1 b - - 1 40,40,,white,outoftime,"(7, 6)","(1, 6)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1943.0
4922,Rated Blitz game,300+0,r1b2rk1/pp2ppbp/2n3p1/1N1n4/6P1/4BP1P/P2KN3/R4B1R w - - 0 17,17,,black,outoftime,"(6, 3)","(0, 6)","(None, None)","(None, None)","(7, 0)","(0, 0)","(7, 7)","(0, 5)","(5, 4)","(0, 2)","(7, 5)","(1, 6)","(3, 1)","(2, 2)","(6, 4)","(3, 3)",1395.5
4923,Rated Blitz game,300+0,r2q2k1/pp3r1p/6pb/2Rn4/3p2P1/3P4/PP2QP1P/4R1K1 w - - 0 24,24,,black,resign,"(7, 6)","(0, 6)","(6, 4)","(0, 3)","(3, 2)","(0, 0)","(7, 4)","(1, 5)","(None, None)","(2, 7)","(None, None)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)",1213.0
4924,Rated Blitz tournament https://lichess.org/tournament/cXTYjhyI,300+0,3r2k1/N2n1pb1/2rP1qp1/p6p/P1P1P3/1P3P2/4Q1PP/1R1R3K w - - 9 31,31,,white,resign,"(7, 7)","(0, 6)","(6, 4)","(2, 5)","(7, 1)","(0, 3)","(7, 3)","(2, 2)","(None, None)","(1, 6)","(None, None)","(None, None)","(1, 0)","(1, 3)","(None, None)","(None, None)",1349.5
4925,Rated Blitz tournament https://lichess.org/tournament/cXTYjhyI,300+0,8/8/1p5p/p1p1RQ2/5k2/8/PPP4P/5K2 b - - 2 32,32,Queen,white,mate,"(7, 5)","(4, 5)","(3, 5)","(None, None)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1305.0
4926,Rated Classical game,900+15,r1k2b1r/ppp2Bp1/8/2N1P1Np/3Q1Bb1/8/P1P1q1PP/1R2K2R w K - 3 18,18,Queen,black,mate,"(7, 4)","(0, 2)","(4, 3)","(6, 4)","(7, 1)","(0, 0)","(7, 7)","(0, 7)","(1, 5)","(0, 5)","(4, 5)","(4, 6)","(3, 2)","(None, None)","(3, 6)","(None, None)",1320.0
4927,Rated Blitz tournament https://lichess.org/tournament/cXTYjhyI,300+0,6k1/5p1p/2P2pp1/8/4P3/P4PPP/2pQ3K/2R5 b - - 0 36,36,,white,resign,"(6, 7)","(0, 6)","(6, 3)","(None, None)","(7, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1414.5
4928,Rated Bullet game,120+0,8/8/8/4N3/8/7k/8/K7 b - - 0 60,60,,draw,draw,"(7, 0)","(5, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 4)","(None, None)","(None, None)","(None, None)",2334.5
4929,Rated Blitz game,180+2,r2q1rk1/p1p2pbp/3p1np1/3Pp1B1/1QP1P3/2Nn1B2/PP3PPP/R3K2R w KQ - 1 13,13,,black,resign,"(7, 4)","(0, 6)","(4, 1)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 5)","(3, 6)","(1, 6)","(5, 5)","(None, None)","(5, 2)","(2, 5)","(None, None)","(5, 3)",1472.5
4930,Rated Blitz game,300+0,1r6/5kbQ/b4pp1/p1p5/4N1P1/5P2/1pP5/1NqKR3 w - - 9 32,32,Queen,black,mate,"(7, 3)","(1, 5)","(1, 7)","(7, 2)","(7, 4)","(0, 1)","(None, None)","(None, None)","(None, None)","(1, 6)","(None, None)","(2, 0)","(4, 4)","(None, None)","(7, 1)","(None, None)",1721.5
4931,Rated Blitz game,180+2,5k2/6pp/3p1p2/4pN2/4P1PP/r3RK2/2q5/8 b - - 31 51,51,,white,outoftime,"(5, 5)","(0, 5)","(None, None)","(6, 2)","(5, 4)","(5, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 5)","(None, None)","(None, None)","(None, None)",1308.0
4932,Rated Bullet game,30+0,2r1rk1Q/pp1qbpp1/3p4/2p5/2P3b1/1P2P3/P2B1PPP/RB3RK1 b - - 2 18,18,Queen,white,mate,"(7, 6)","(0, 5)","(0, 7)","(1, 3)","(7, 0)","(0, 2)","(7, 5)","(0, 4)","(6, 3)","(1, 4)","(7, 1)","(4, 6)","(None, None)","(None, None)","(None, None)","(None, None)",1851.0
4933,Rated Blitz tournament https://lichess.org/tournament/azCD6z8F,300+0,2kb3r/1r1b1p2/pB1Pp1p1/4P2p/2P1BPP1/8/PR2K2P/1R6 w - - 1 29,29,,white,resign,"(6, 4)","(0, 2)","(None, None)","(None, None)","(6, 1)","(0, 7)","(7, 1)","(1, 1)","(2, 1)","(0, 3)","(4, 4)","(1, 3)","(None, None)","(None, None)","(None, None)","(None, None)",1922.5
4934,Rated Bullet game,120+0,5rk1/5pb1/6p1/7q/1P1P1Q1p/2P1P3/5P1B/4R1K1 w - - 2 35,35,,black,outoftime,"(7, 6)","(0, 6)","(4, 5)","(3, 7)","(7, 4)","(0, 5)","(None, None)","(None, None)","(6, 7)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1728.5
4935,Rated Blitz game,180+2,8/1p6/p1p4k/P1PpPp1p/3P3P/4R3/5KP1/8 b - - 0 45,45,,white,outoftime,"(6, 5)","(2, 7)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1614.0
4936,Rated Blitz tournament https://lichess.org/tournament/azCD6z8F,300+0,8/8/7p/p6R/5P2/r1n2K1k/5B2/8 b - - 5 43,43,Rook,white,mate,"(5, 5)","(5, 7)","(None, None)","(None, None)","(3, 7)","(5, 0)","(None, None)","(None, None)","(6, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 2)","(None, None)","(None, None)",1695.0
4937,Rated Blitz tournament https://lichess.org/tournament/azCD6z8F,300+0,r7/7k/1p5p/3P1QR1/2PB4/q1P5/6PP/6K1 b - - 0 37,37,Queen,white,mate,"(7, 6)","(1, 7)","(3, 5)","(5, 0)","(3, 6)","(0, 0)","(None, None)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1617.0
4938,Rated Blitz game,180+2,1Q6/K1k5/8/8/8/8/8/8 b - - 0 62,62,,white,resign,"(1, 0)","(1, 2)","(0, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2063.0
4939,Rated Blitz tournament https://lichess.org/tournament/azCD6z8F,300+0,7K/6q1/3p1k2/8/8/8/8/8 w - - 10 65,65,Queen,black,mate,"(0, 7)","(2, 5)","(None, None)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1703.0
4940,Rated Bullet game,60+0,5R1k/1p3B2/6Qp/7n/1P2P3/2q5/r6B/6K1 b - - 0 33,33,Rook,white,mate,"(7, 6)","(0, 7)","(2, 6)","(5, 2)","(0, 5)","(6, 0)","(None, None)","(None, None)","(1, 5)","(None, None)","(6, 7)","(None, None)","(None, None)","(3, 7)","(None, None)","(None, None)",1921.5
4941,Rated Blitz tournament https://lichess.org/tournament/azCD6z8F,300+0,5k2/5r2/2p3p1/1p1p4/1P1Pn3/P5PK/8/2b5 w - - 0 33,33,,black,resign,"(5, 7)","(0, 5)","(None, None)","(None, None)","(None, None)","(1, 5)","(None, None)","(None, None)","(None, None)","(7, 2)","(None, None)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)",1420.0
4942,Rated Bullet game,60+0,8/7p/5kp1/p3p3/4p3/PB2b1PP/8/5K2 w - - 0 42,42,,black,outoftime,"(7, 5)","(2, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 1)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1545.5
4943,Rated Bullet game,60+0,5r2/4Rpk1/4p1p1/1Bp3Pn/2P5/2Q1PP2/K3N2P/5R2 b - - 2 26,26,,white,outoftime,"(6, 0)","(1, 6)","(5, 2)","(None, None)","(1, 4)","(0, 5)","(7, 5)","(None, None)","(3, 1)","(None, None)","(None, None)","(None, None)","(6, 4)","(3, 7)","(None, None)","(None, None)",1317.5
4944,Rated Bullet game,60+0,rk1Q1bnr/ppp3pp/4B3/4p3/4P3/8/PP1P2PP/nNB2RK1 b - - 0 13,13,Queen,white,mate,"(7, 6)","(0, 1)","(0, 3)","(None, None)","(7, 5)","(0, 0)","(None, None)","(0, 7)","(2, 4)","(0, 5)","(7, 2)","(None, None)","(7, 1)","(0, 6)","(None, None)","(7, 0)",1494.5
4945,Rated Bullet game,60+0,r1br3k/pp3pQp/1q3p1B/2b1p3/8/3B1P2/PPP2P1P/R4RK1 b - - 3 16,16,Queen,white,mate,"(7, 6)","(0, 7)","(1, 6)","(2, 1)","(7, 0)","(0, 0)","(7, 5)","(0, 3)","(2, 7)","(0, 2)","(5, 3)","(3, 2)","(None, None)","(None, None)","(None, None)","(None, None)",1661.5
4946,Rated Blitz game,300+4,7r/7P/4b2k/2p2p2/6p1/6P1/2P2P2/6K1 w - - 0 49,49,,black,resign,"(7, 6)","(2, 7)","(None, None)","(None, None)","(None, None)","(0, 7)","(None, None)","(None, None)","(None, None)","(2, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1301.0
4947,Rated Blitz game,300+0,3b2k1/1R4pp/2pN4/1p6/8/r6P/2p2PP1/3n2K1 w - - 0 42,42,,black,outoftime,"(7, 6)","(0, 6)","(None, None)","(None, None)","(1, 1)","(5, 0)","(None, None)","(None, None)","(None, None)","(0, 3)","(None, None)","(None, None)","(2, 3)","(7, 3)","(None, None)","(None, None)",1868.5
4948,Rated Blitz game,300+0,2r3k1/1b1N1pbp/pB4p1/1P1pPn2/P4P2/2Nr3P/6P1/2R2RK1 w - - 0 24,24,,black,outoftime,"(7, 6)","(0, 6)","(None, None)","(None, None)","(7, 2)","(0, 2)","(7, 5)","(5, 3)","(2, 1)","(1, 1)","(None, None)","(1, 6)","(1, 3)","(3, 5)","(5, 2)","(None, None)",1665.0
4949,Rated Blitz game,300+0,8/P6k/4Kp2/6R1/3b3p/B7/8/8 b - - 0 56,56,,white,resign,"(2, 4)","(1, 7)","(None, None)","(None, None)","(3, 6)","(None, None)","(None, None)","(None, None)","(5, 0)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1738.0
4950,Rated Blitz game,300+0,2r2rk1/1Q3pp1/p3pn1p/4N3/2P2P2/4P3/P5PP/2R2RK1 b - - 0 30,30,,white,resign,"(7, 6)","(0, 6)","(1, 1)","(None, None)","(7, 2)","(0, 2)","(7, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 4)","(2, 5)","(None, None)","(None, None)",1523.0
4951,Rated Classical game,600+0,r1b1kbnr/1pp2Bpp/p1np4/4NqB1/3PN3/8/PPP2PPP/R2QK2R b KQkq - 5 10,10,,white,resign,"(7, 4)","(0, 4)","(7, 3)","(3, 5)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(1, 5)","(0, 2)","(3, 6)","(0, 5)","(3, 4)","(0, 6)","(4, 4)","(2, 2)",1532.5
4952,Rated Classical game,720+12,r5rk/2p2p1p/1n4bQ/p2pP1P1/1p1P1q1P/1P3p2/P1PR1P1K/4N1R1 w - - 2 32,32,,black,outoftime,"(6, 7)","(0, 7)","(2, 7)","(4, 5)","(6, 3)","(0, 0)","(7, 6)","(0, 6)","(None, None)","(2, 6)","(None, None)","(None, None)","(7, 4)","(2, 1)","(None, None)","(None, None)",1723.5
4953,Rated Classical game,600+0,8/2p3kp/b6r/7K/8/8/8/6r1 w - - 14 51,51,Rook,black,mate,"(3, 7)","(1, 6)","(None, None)","(None, None)","(None, None)","(2, 7)","(None, None)","(7, 6)","(None, None)","(2, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1209.5
4954,Rated Classical game,600+0,3k4/1b2p1n1/3p1p2/1B1P4/1P2P1q1/7r/6P1/2R2RK1 w - - 1 29,29,,black,outoftime,"(7, 6)","(0, 3)","(None, None)","(4, 6)","(7, 2)","(5, 7)","(7, 5)","(None, None)","(3, 1)","(1, 1)","(None, None)","(None, None)","(None, None)","(1, 6)","(None, None)","(None, None)",1579.5
4955,Rated Classical game,600+0,5rk1/pp2n1p1/3ppnN1/8/3P4/2N3P1/PP4KP/R4Q2 b - - 0 21,21,,white,outoftime,"(6, 6)","(0, 6)","(7, 5)","(None, None)","(7, 0)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 6)","(1, 4)","(5, 2)","(2, 5)",1268.0
4956,Rated Blitz game,180+0,8/p4k2/1p2p1p1/2p2pPp/2P1bP2/P1Br1rPK/1P2R3/6R1 b - - 12 35,35,,white,outoftime,"(5, 7)","(1, 5)","(None, None)","(None, None)","(6, 4)","(5, 3)","(7, 6)","(5, 5)","(5, 2)","(4, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1828.5
4957,Rated Bullet game,120+1,4k2R/8/1p2K3/1P1P2P1/4P3/8/8/8 b - - 2 50,50,Rook,white,mate,"(2, 4)","(0, 4)","(None, None)","(None, None)","(0, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1498.0
4958,Rated Blitz game,180+0,N4r1k/pp4pp/2n5/8/2B4Q/2P2bRP/PP3q1P/R6K w - - 3 26,26,,black,outoftime,"(7, 7)","(0, 7)","(4, 7)","(6, 5)","(5, 6)","(0, 5)","(7, 0)","(None, None)","(4, 2)","(5, 5)","(None, None)","(None, None)","(0, 0)","(2, 2)","(None, None)","(None, None)",1759.5
4959,Rated Classical game,600+0,2r2k2/R7/p3pp1p/2p3p1/8/8/PPP2PPP/3R2K1 b - - 1 23,23,,white,resign,"(7, 6)","(0, 5)","(None, None)","(None, None)","(1, 0)","(0, 2)","(7, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1744.5
4960,Rated Blitz game,180+0,8/8/p5k1/1p1B4/1P2P3/P4K2/8/8 b - - 0 43,43,,white,resign,"(5, 5)","(2, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1696.5
4961,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,r4rk1/1p6/p1q1p1Q1/1b1p4/5P2/4P3/P1P2P1P/1R2K3 b - - 8 25,25,,draw,draw,"(7, 4)","(0, 6)","(2, 6)","(2, 2)","(7, 1)","(0, 0)","(None, None)","(0, 5)","(None, None)","(3, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1622.0
