Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
77612_EMLK,Ku296636,2015-01-05,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296636,2015.01,Genbank,2015-01-05
77525_EMLK,Ku296820,2014-12-30,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296820,2014.99,Genbank,2014-12-30
356_EMLH,Ku296546,2015-01-21,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296546,2015.05,Genbank,2015-01-21
77632_EMLK,Ku296710,2015-01-06,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296710,2015.01,Genbank,2015-01-06
G5114.1,Kr105299,2014-08-18,Subsaharan Africa,Sierra Leone,Pujehun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105299,2014.63,Genbank,2014-08-18
G5112.1,Kr105298,2014-08-19,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105298,2014.63,Genbank,2014-08-19
G5119.1,Kr105300,2014-08-24,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105300,2014.64,Genbank,2014-08-24
V20141280,Kr653276,2014-09-23,Subsaharan Africa,Sierra Leone,Kambia,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653276,2014.73,Genbank,2014-09-23
V20143187,Kr653298,2014-10-28,Subsaharan Africa,Sierra Leone,Pujehun,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653298,2014.82,Genbank,2014-10-28
KT2321,Ku296762,2014-12-02,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296762,2014.92,Genbank,2014-12-02
J0170,Kp759625,2014-11-10,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759625,2014.86,Genbank,2014-11-10
DML12194,Kt357818,2015-03-04,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357818,2015.17,Genbank,2015-03-04
KT2317,Ku296735,2014-12-02,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296735,2014.92,Genbank,2014-12-02
G5898.1,Kr105331,2014-09-22,Subsaharan Africa,Sierra Leone,Bo,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105331,2014.72,Genbank,2014-09-22
12193_EMLH,Ku296616,2015-02-23,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296616,2015.15,Genbank,2015-02-23
KT5249,Ku296601,2015-02-22,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296601,2015.14,Genbank,2015-02-22
12189_EMLH,Ku296369,2015-02-23,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296369,2015.15,Genbank,2015-02-23
V20141650,Kr653225,2014-10-05,Subsaharan Africa,Sierra Leone,Kenema,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653225,2014.76,Genbank,2014-10-05
Makona-UK2,Kp658432,2014-12-29,Subsaharan Africa,Sierra Leone,Western Area,Bell Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP658432,2014.99,Genbank,2014-12-29
V20143796,Kr653257,2014-11-05,Subsaharan Africa,Sierra Leone,Moyamba,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653257,2014.84,Genbank,2014-11-05
J0004,Kp759668,2014-09-28,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759668,2014.74,Genbank,2014-09-28
J0162,Kp759622,2014-11-09,Subsaharan Africa,Sierra Leone,Kambia,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759622,2014.85,Genbank,2014-11-09
J0167,Kp759624,2014-11-08,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759624,2014.85,Genbank,2014-11-08
J0059,Kp759725,2014-10-08,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759725,2014.77,Genbank,2014-10-08
J0124,Kp759673,2014-11-02,Subsaharan Africa,Sierra Leone,Western Area,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759673,2014.84,Genbank,2014-11-02
G5529.1,Kr105309,2014-09-05,Subsaharan Africa,Sierra Leone,Kono,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105309,2014.68,Genbank,2014-09-05
G5743.1,Kr105323,2014-09-17,Subsaharan Africa,Sierra Leone,Kono,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105323,2014.71,Genbank,2014-09-17
J0052,Kp759720,2014-10-08,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759720,2014.77,Genbank,2014-10-08
DML12239,Kt357820,2015-03-09,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357820,2015.18,Genbank,2015-03-09
J0153,Kp759616,2014-11-07,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759616,2014.85,Genbank,2014-11-07
J0172,Kp759626,2014-11-11,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759626,2014.86,Genbank,2014-11-11
75708_EMLH,Ku296739,2015-01-15,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296739,2015.04,Genbank,2015-01-15
V20145853,Kr653290,2014-11-26,Subsaharan Africa,Sierra Leone,Pujehun,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653290,2014.90,Genbank,2014-11-26
J0151,Kp759613,2014-11-07,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759613,2014.85,Genbank,2014-11-07
PL2101,Ku296714,2015-01-18,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296714,2015.05,Genbank,2015-01-18
KT5034,Ku296632,2015-02-14,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296632,2015.12,Genbank,2015-02-14
PL4105,Ku296694,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296694,2015.16,Genbank,2015-02-28
PL5001,Ku296514,2015-03-19,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296514,2015.21,Genbank,2015-03-19
12229_EMLH,Ku296643,2015-02-27,Subsaharan Africa,Sierra Leone,Western Rural,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296643,2015.16,Genbank,2015-02-27
12257_EMLH,Ku296702,2015-03-01,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296702,2015.16,Genbank,2015-03-01
PL2668,Ku296294,2015-01-29,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296294,2015.08,Genbank,2015-01-29
PL4190,Ku296351,2015-03-01,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296351,2015.16,Genbank,2015-03-01
PL5099,Ku296682,2015-03-19,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296682,2015.21,Genbank,2015-03-19
KT5974,Ku296475,2015-03-16,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296475,2015.20,Genbank,2015-03-16
PL4679,Ku296623,2015-03-12,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296623,2015.19,Genbank,2015-03-12
PL4187,Ku296567,2015-03-01,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296567,2015.16,Genbank,2015-03-01
PL4671,Ku296782,2015-03-12,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296782,2015.19,Genbank,2015-03-12
KT5832,Ku296493,2015-03-10,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296493,2015.19,Genbank,2015-03-10
J0169,Kp759706,2014-11-09,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759706,2014.85,Genbank,2014-11-09
77613_EMLK,Ku296579,2015-01-05,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296579,2015.01,Genbank,2015-01-05
77526_EMLK,Ku296824,2014-12-30,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296824,2014.99,Genbank,2014-12-30
14687_EMLK,Ku296443,2015-02-21,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296443,2015.14,Genbank,2015-02-21
12851_EMLH,Ku296671,2015-04-15,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296671,2015.28,Genbank,2015-04-15
12872_EMLH,Ku296560,2015-04-18,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296560,2015.29,Genbank,2015-04-18
12936_EMLH,Ku296561,2015-05-04,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296561,2015.34,Genbank,2015-05-04
12934_EMLH,Ku296790,2015-05-04,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296790,2015.34,Genbank,2015-05-04
12916_EMLH,Ku296318,2015-04-29,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296318,2015.32,Genbank,2015-04-29
12855_EMLH,Ku296723,2015-04-15,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296723,2015.28,Genbank,2015-04-15
12854_EMLH,Ku296729,2015-04-15,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296729,2015.28,Genbank,2015-04-15
13031_EMLH,Ku296665,2015-05-18,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296665,2015.38,Genbank,2015-05-18
MK9396,Ku296321,2015-07-18,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296321,2015.54,Genbank,2015-07-18
13204_EMLH,Ku296544,2015-06-16,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296544,2015.45,Genbank,2015-06-16
18660_EMLH,Ku296838,2015-07-10,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296838,2015.52,Genbank,2015-07-10
18648_EMLH,Ku296701,2015-07-09,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296701,2015.52,Genbank,2015-07-09
18538_EMLH,Ku296727,2015-07-04,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296727,2015.50,Genbank,2015-07-04
DML14077,Kt357860,2015-06-30,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357860,2015.49,Genbank,2015-06-30
18642R_EMLH,Ku296357,2015-07-08,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296357,2015.51,Genbank,2015-07-08
18687R_EMLH,Ku296650,2015-07-12,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296650,2015.53,Genbank,2015-07-12
18636_EMLH,Ku296460,2015-07-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296460,2015.51,Genbank,2015-07-08
18596_EMLH,Ku296715,2015-07-05,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296715,2015.51,Genbank,2015-07-05
MK10128,Ku296502,2015-07-31,Subsaharan Africa,Sierra Leone,Tonkolili,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296502,2015.58,Genbank,2015-07-31
MK8878,Ku296684,2015-07-23,Subsaharan Africa,Sierra Leone,Tonkolili,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296684,2015.56,Genbank,2015-07-23
MK10173,Ku296313,2015-08-01,Subsaharan Africa,Sierra Leone,Tonkolili,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296313,2015.58,Genbank,2015-08-01
PL8486,Ku296446,2015-06-25,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296446,2015.48,Genbank,2015-06-25
13268_EMLH,Ku296603,2015-06-23,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296603,2015.47,Genbank,2015-06-23
13275_EMLH,Ku296430,2015-06-24,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296430,2015.48,Genbank,2015-06-24
18649_EMLH,Ku296456,2015-07-10,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296456,2015.52,Genbank,2015-07-10
18659R_EMLH,Ku296585,2015-07-10,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296585,2015.52,Genbank,2015-07-10
18650_EMLH,Ku296370,2015-07-10,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296370,2015.52,Genbank,2015-07-10
13247_EMLH,Ku296830,2015-06-19,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296830,2015.46,Genbank,2015-06-19
18647_EMLH,Ku296566,2015-07-09,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296566,2015.52,Genbank,2015-07-09
DML14366,Kt357859,2015-07-11,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357859,2015.52,Genbank,2015-07-11
18706_EMLH,Ku296599,2015-07-14,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296599,2015.53,Genbank,2015-07-14
DML14163,Kt357858,2015-07-03,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357858,2015.50,Genbank,2015-07-03
J0129,Kp759600,2014-11-02,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759600,2014.84,Genbank,2014-11-02
77558_EMLK,Ku296733,2015-01-02,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296733,2015.00,Genbank,2015-01-02
77643_EMLK,Ku296395,2015-01-07,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296395,2015.02,Genbank,2015-01-07
12757_EMLH,Ku296468,2015-04-03,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296468,2015.25,Genbank,2015-04-03
632_EMLH,Ku296693,2015-02-06,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296693,2015.10,Genbank,2015-02-06
634_EMLH,Ku296799,2015-02-06,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296799,2015.10,Genbank,2015-02-06
KT4730,Ku296416,2015-02-07,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296416,2015.10,Genbank,2015-02-07
77681_EMLK,Ku296435,2015-01-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296435,2015.02,Genbank,2015-01-08
77669_EMLK,Ku296367,2015-01-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296367,2015.02,Genbank,2015-01-08
77573_EMLK,Ku296516,2015-01-03,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296516,2015.01,Genbank,2015-01-03
10415_EMLK,Ku296741,2015-02-10,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296741,2015.11,Genbank,2015-02-10
KT5859,Ku296463,2015-03-10,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296463,2015.19,Genbank,2015-03-10
MK2369,Ku296832,2015-02-25,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296832,2015.15,Genbank,2015-02-25
12181_EMLH,Ku296783,2015-02-23,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296783,2015.15,Genbank,2015-02-23
732_EMLH,Ku296391,2015-02-11,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296391,2015.11,Genbank,2015-02-11
PL4292,Ku296827,2015-03-03,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296827,2015.17,Genbank,2015-03-03
MK2283,Ku296833,2015-02-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296833,2015.14,Genbank,2015-02-22
MK3043,Ku296474,2015-03-14,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296474,2015.20,Genbank,2015-03-14
MK2850,Ku296374,2015-03-09,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296374,2015.18,Genbank,2015-03-09
MK2365,Ku296363,2015-02-25,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296363,2015.15,Genbank,2015-02-25
MK2334,Ku296366,2015-02-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296366,2015.15,Genbank,2015-02-23
PL4059,Ku296485,2015-02-26,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296485,2015.15,Genbank,2015-02-26
731_EMLH,Ku296765,2015-02-11,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296765,2015.11,Genbank,2015-02-11
PL5179,Ku296638,2015-03-22,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296638,2015.22,Genbank,2015-03-22
PL5228,Ku296535,2015-03-23,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296535,2015.22,Genbank,2015-03-23
PL5202,Ku296396,2015-03-23,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296396,2015.22,Genbank,2015-03-23
PL5019,Ku296627,2015-03-19,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296627,2015.21,Genbank,2015-03-19
PL4680,Ku296689,2015-03-12,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296689,2015.19,Genbank,2015-03-12
PL4570,Ku296451,2015-03-10,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296451,2015.19,Genbank,2015-03-10
PL4651,Ku296841,2015-03-12,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296841,2015.19,Genbank,2015-03-12
KT5382,Ku296657,2015-02-25,Subsaharan Africa,Sierra Leone,Western Rural,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296657,2015.15,Genbank,2015-02-25
MK2008,Ku296526,2015-02-12,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296526,2015.11,Genbank,2015-02-12
MK2282,Ku296788,2015-02-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296788,2015.14,Genbank,2015-02-22
MK2370,Ku296760,2015-02-25,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296760,2015.15,Genbank,2015-02-25
PL7483,Ku296673,2015-05-31,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296673,2015.41,Genbank,2015-05-31
12634_EMLH,Ku296653,2015-03-24,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296653,2015.22,Genbank,2015-03-24
MK2449,Ku296466,2015-02-26,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296466,2015.15,Genbank,2015-02-26
MK2436,Ku296626,2015-02-26,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296626,2015.15,Genbank,2015-02-26
MK2938,Ku296771,2015-03-11,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296771,2015.19,Genbank,2015-03-11
MK2506,Ku296360,2015-02-27,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296360,2015.16,Genbank,2015-02-27
PL4194,Ku296501,2015-03-02,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296501,2015.16,Genbank,2015-03-02
MK2397,Ku296444,2015-02-25,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296444,2015.15,Genbank,2015-02-25
MK2383,Ku296583,2015-02-25,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296583,2015.15,Genbank,2015-02-25
KT5245,Ku296411,2015-02-22,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296411,2015.14,Genbank,2015-02-22
12242_EMLH,Ku296604,2015-02-28,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296604,2015.16,Genbank,2015-02-28
DML12260,Kt357821,2015-03-09,Subsaharan Africa,Sierra Leone,Western Urban,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357821,2015.18,Genbank,2015-03-09
