DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,FL,24,"$45,174.25 ","$9,193.75 ","$6,927.71 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,TN,24,"$20,035.00 ","$6,451.38 ","$5,048.67 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,CA,27,"$88,662.11 ","$13,535.48 ","$11,520.67 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,KY,27,"$31,919.22 ","$7,580.70 ","$7,242.44 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,MI,30,"$17,514.07 ","$7,812.23 ","$7,280.07 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,IL,31,"$38,937.00 ","$7,618.39 ","$6,648.00 "
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,TX,32,"$40,105.69 ","$7,399.06 ","$6,356.72 "
849 - RADIOTHERAPY,AL,11,"$37,428.36 ","$10,249.64 ","$9,178.36 "
849 - RADIOTHERAPY,GA,11,"$33,088.45 ","$11,473.27 ","$10,583.00 "
849 - RADIOTHERAPY,LA,11,"$24,205.55 ","$11,084.55 ","$9,699.45 "
849 - RADIOTHERAPY,NC,11,"$55,325.64 ","$14,255.36 ","$12,653.18 "
849 - RADIOTHERAPY,VA,12,"$51,910.75 ","$11,620.83 ","$10,683.08 "
849 - RADIOTHERAPY,WA,16,"$57,057.75 ","$19,581.19 ","$17,631.19 "
849 - RADIOTHERAPY,TX,22,"$74,278.73 ","$13,247.77 ","$10,347.36 "
849 - RADIOTHERAPY,PA,24,"$74,372.71 ","$15,747.25 ","$13,306.79 "
849 - RADIOTHERAPY,FL,26,"$48,541.19 ","$10,744.85 ","$9,725.69 "
849 - RADIOTHERAPY,NY,32,"$105,424.94 ","$20,403.25 ","$16,268.09 "
849 - RADIOTHERAPY,CA,39,"$74,338.03 ","$18,884.49 ","$14,614.21 "
849 - RADIOTHERAPY,IL,175,"$74,314.82 ","$17,287.89 ","$14,823.42 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,VT,105,"$82,536.36 ","$44,765.24 ","$40,955.34 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WY,105,"$105,453.73 ","$45,576.34 ","$42,697.27 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AK,140,"$222,721.67 ","$57,751.03 ","$54,108.75 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MT,266,"$90,244.50 ","$34,991.34 ","$33,406.88 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,RI,319,"$108,771.31 ","$40,331.79 ","$36,287.86 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NH,335,"$124,739.16 ","$43,275.84 ","$39,883.69 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ME,341,"$98,719.05 ","$39,131.97 ","$34,544.86 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ID,345,"$115,975.83 ","$36,303.15 ","$34,043.30 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ND,354,"$92,899.37 ","$36,285.67 ","$32,878.02 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,DC,394,"$183,185.27 ","$51,476.40 ","$42,501.49 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,DE,411,"$98,366.01 ","$41,160.86 ","$36,495.58 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,HI,416,"$139,019.28 ","$56,581.55 ","$46,714.38 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,SD,428,"$124,508.54 ","$36,546.74 ","$33,899.92 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,UT,495,"$97,633.86 ","$35,726.87 ","$31,687.41 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NM,535,"$110,983.57 ","$37,504.57 ","$34,280.13 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NE,672,"$122,717.95 ","$37,632.31 ","$34,349.16 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WV,741,"$97,694.58 ","$34,732.70 ","$30,535.55 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IA,797,"$105,143.83 ","$33,675.17 ","$31,257.70 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OR,802,"$110,870.55 ","$42,520.90 ","$39,258.22 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,KS,884,"$147,223.12 ","$33,003.59 ","$30,425.57 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AR,948,"$103,626.72 ","$29,309.70 ","$26,654.84 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NV,965,"$244,736.68 ","$37,053.93 ","$33,887.04 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CO,"1,081","$182,565.58 ","$37,308.88 ","$34,398.69 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CT,"1,095","$128,119.65 ","$44,231.82 ","$39,280.22 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MS,"1,211","$134,555.48 ","$30,560.90 ","$28,702.02 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WI,"1,268","$109,476.81 ","$37,637.20 ","$32,808.91 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,LA,"1,408","$119,523.52 ","$31,967.32 ","$27,673.03 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MN,"1,500","$114,529.67 ","$42,959.79 ","$38,880.98 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OK,"1,526","$146,054.62 ","$33,751.62 ","$30,259.56 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AL,"1,528","$147,002.61 ","$30,962.57 ","$27,270.87 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,SC,"1,549","$153,543.66 ","$33,334.09 ","$30,196.93 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WA,"1,664","$143,596.95 ","$41,121.15 ","$38,108.03 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,KY,"1,746","$122,959.70 ","$35,249.55 ","$31,121.61 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AZ,"1,801","$155,854.22 ","$37,009.94 ","$34,606.89 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MD,"1,850","$45,457.54 ","$41,954.27 ","$40,097.04 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MA,"1,904","$92,383.18 ","$45,533.46 ","$42,031.11 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IN,"2,183","$122,262.84 ","$33,737.52 ","$30,712.61 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,TN,"2,218","$127,866.19 ","$30,946.39 ","$28,085.87 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,GA,"2,362","$134,584.93 ","$34,556.57 ","$31,553.46 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MO,"2,390","$121,714.66 ","$33,400.17 ","$31,304.12 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,VA,"2,653","$126,782.22 ","$36,705.11 ","$30,994.46 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NC,"2,863","$96,766.27 ","$34,760.79 ","$30,511.56 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NJ,"3,207","$218,989.86 ","$39,672.44 ","$36,402.12 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OH,"3,319","$118,555.86 ","$33,857.13 ","$29,869.18 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IL,"3,881","$138,274.70 ","$36,939.88 ","$32,529.24 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MI,"4,164","$90,680.27 ","$36,019.00 ","$33,028.12 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,PA,"4,174","$167,328.56 ","$36,753.02 ","$31,613.09 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NY,"5,189","$164,024.33 ","$50,131.13 ","$44,513.54 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,FL,"6,063","$192,387.68 ","$33,143.85 ","$30,272.15 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,TX,"6,673","$170,825.11 ","$33,899.69 ","$30,127.96 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CA,"8,671","$264,374.18 ","$49,747.49 ","$46,092.17 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WY,30,"$51,053.60 ","$19,457.97 ","$18,644.10 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,VT,31,"$48,434.71 ","$20,129.71 ","$18,724.90 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AK,33,"$84,708.09 ","$23,687.94 ","$22,616.18 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,DC,51,"$91,812.43 ","$22,441.73 ","$18,008.33 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MT,64,"$39,163.31 ","$14,834.34 ","$13,826.77 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,RI,68,"$46,685.35 ","$18,186.51 ","$14,745.75 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ND,74,"$38,221.46 ","$15,915.72 ","$14,060.88 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ID,80,"$53,685.53 ","$15,968.51 ","$13,780.93 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,HI,94,"$60,202.22 ","$29,740.49 ","$19,918.94 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ME,95,"$39,845.23 ","$15,174.56 ","$13,957.92 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,DE,99,"$56,304.53 ","$19,235.67 ","$15,564.88 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NH,101,"$50,772.00 ","$16,486.73 ","$15,132.83 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,SD,109,"$63,673.61 ","$17,753.16 ","$15,007.67 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,UT,122,"$44,224.84 ","$15,529.37 ","$13,275.02 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NM,124,"$56,621.79 ","$17,704.65 ","$14,880.69 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NE,139,"$53,250.17 ","$15,310.63 ","$13,003.96 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NV,169,"$108,181.17 ","$17,043.57 ","$15,032.70 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WV,190,"$41,904.55 ","$15,022.43 ","$12,916.56 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IA,195,"$48,743.84 ","$14,880.24 ","$12,797.49 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AR,200,"$49,579.20 ","$14,169.81 ","$12,008.81 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OR,203,"$51,327.15 ","$18,925.67 ","$16,213.61 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MS,242,"$67,190.93 ","$14,682.88 ","$12,791.63 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,KS,245,"$67,958.42 ","$15,025.20 ","$12,618.15 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CT,253,"$59,562.83 ","$19,959.02 ","$16,722.62 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CO,292,"$82,996.62 ","$15,777.89 ","$13,951.25 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OK,299,"$62,370.11 ","$14,972.17 ","$12,780.58 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,SC,323,"$78,549.52 ","$15,489.83 ","$12,917.77 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,LA,338,"$58,085.71 ","$15,490.50 ","$12,569.39 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AL,366,"$66,106.16 ","$13,808.99 ","$11,533.30 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,KY,369,"$56,251.04 ","$15,096.52 ","$13,120.05 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WI,371,"$54,319.99 ","$16,115.68 ","$13,965.13 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MN,398,"$48,132.23 ","$18,320.68 ","$15,983.53 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MO,411,"$60,828.13 ","$14,931.71 ","$13,521.36 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WA,428,"$72,863.42 ","$18,395.31 ","$16,165.43 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MA,432,"$38,133.41 ","$19,502.23 ","$17,584.09 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AZ,447,"$75,201.72 ","$16,843.47 ","$14,360.81 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,GA,452,"$63,003.77 ","$15,581.08 ","$12,784.57 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,TN,484,"$59,972.97 ","$14,476.38 ","$12,140.70 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IN,499,"$61,197.55 ","$15,311.30 ","$13,366.51 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MD,503,"$23,377.44 ","$21,647.46 ","$19,722.63 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,VA,650,"$61,389.24 ","$16,319.05 ","$12,981.28 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OH,661,"$54,512.48 ","$16,056.80 ","$13,271.41 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NC,665,"$50,397.51 ","$16,080.89 ","$13,432.45 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NJ,706,"$117,574.39 ","$18,788.81 ","$16,258.59 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MI,791,"$44,328.94 ","$17,023.70 ","$14,782.72 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IL,815,"$72,685.42 ","$17,379.12 ","$14,366.11 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,PA,"1,022","$84,500.81 ","$17,637.69 ","$13,861.67 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NY,"1,081","$76,574.33 ","$21,322.06 ","$18,464.44 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,FL,"1,297","$102,014.21 ","$15,292.97 ","$12,981.80 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,TX,"1,498","$85,138.11 ","$15,700.15 ","$13,048.20 "
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CA,"1,862","$120,904.23 ","$21,956.48 ","$19,046.03 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,AL,11,"$35,579.82 ","$9,445.18 ","$8,513.00 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,MI,11,"$24,028.82 ","$10,679.27 ","$9,413.18 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,NJ,11,"$76,377.73 ","$14,395.45 ","$9,673.82 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,NC,12,"$30,501.00 ","$10,963.33 ","$8,014.92 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,FL,18,"$71,064.00 ","$11,459.61 ","$6,800.00 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,IL,19,"$46,759.11 ","$10,890.26 ","$9,783.26 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,NY,19,"$36,424.53 ","$14,445.16 ","$12,841.37 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,OH,20,"$33,988.85 ","$10,058.75 ","$7,941.60 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,PA,20,"$41,822.00 ","$11,134.35 ","$9,250.45 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,TX,20,"$52,467.20 ","$10,296.65 ","$8,978.20 "
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,CA,27,"$78,628.81 ","$14,939.44 ","$13,399.22 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,HI,20,"$83,874.30 ","$42,777.20 ","$38,287.95 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,VT,22,"$59,816.77 ","$38,039.45 ","$36,851.27 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MT,25,"$83,117.44 ","$30,698.36 ","$30,081.32 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NM,26,"$86,663.92 ","$33,537.04 ","$31,492.08 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,RI,26,"$96,624.69 ","$38,356.54 ","$34,870.31 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ID,34,"$78,444.21 ","$30,240.29 ","$28,435.47 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ME,35,"$104,563.31 ","$38,155.71 ","$34,333.63 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,DE,36,"$78,599.00 ","$33,127.11 ","$29,587.58 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,SD,37,"$116,391.54 ","$35,998.03 ","$32,971.89 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NH,38,"$93,150.63 ","$36,283.26 ","$33,287.61 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ND,39,"$68,591.36 ","$29,917.79 ","$28,083.38 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NE,48,"$83,193.96 ","$31,792.44 ","$31,126.35 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NV,50,"$155,161.22 ","$32,710.20 ","$30,266.92 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,DC,52,"$132,679.58 ","$45,216.81 ","$31,340.98 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WV,56,"$65,569.46 ","$28,263.32 ","$26,246.45 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,UT,59,"$95,990.64 ","$37,194.85 ","$31,957.00 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OR,81,"$89,931.30 ","$38,820.09 ","$37,445.12 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MS,83,"$109,048.20 ","$27,980.13 ","$25,344.34 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IA,84,"$104,498.25 ","$34,155.54 ","$27,727.01 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AR,88,"$84,787.42 ","$26,561.33 ","$23,733.57 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,KS,96,"$123,459.39 ","$29,954.68 ","$26,818.39 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,KY,101,"$117,313.17 ","$33,009.48 ","$30,033.20 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CO,106,"$167,953.47 ","$32,619.68 ","$30,293.90 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AL,111,"$131,595.56 ","$29,566.93 ","$25,479.62 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CT,120,"$106,521.84 ","$39,177.81 ","$36,182.52 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,LA,123,"$116,998.72 ","$32,460.44 ","$24,717.33 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,SC,125,"$129,263.34 ","$30,101.72 ","$26,345.89 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OK,127,"$104,617.04 ","$29,529.15 ","$26,547.57 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WI,130,"$95,825.33 ","$33,963.60 ","$30,207.19 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WA,135,"$109,450.51 ","$36,239.84 ","$32,899.77 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MD,156,"$37,951.03 ","$35,019.79 ","$34,012.99 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MN,173,"$96,734.34 ","$43,767.30 ","$34,785.65 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IN,174,"$104,951.09 ","$28,909.49 ","$27,400.40 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,TN,183,"$100,078.73 ","$27,186.08 ","$25,194.16 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MO,194,"$107,682.93 ","$30,142.54 ","$28,504.04 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MA,195,"$106,315.63 ","$44,670.58 ","$41,522.53 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,GA,207,"$112,512.31 ","$31,375.59 ","$29,427.43 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AZ,217,"$129,940.38 ","$33,873.65 ","$30,217.53 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NC,243,"$86,311.04 ","$33,846.73 ","$28,883.38 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,VA,249,"$114,421.03 ","$34,854.61 ","$27,455.63 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NJ,261,"$200,217.24 ","$37,320.29 ","$33,701.21 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OH,288,"$100,485.42 ","$33,698.78 ","$25,946.10 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IL,311,"$118,219.11 ","$32,413.54 ","$29,853.13 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MI,345,"$85,473.71 ","$35,011.70 ","$31,715.21 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NY,360,"$148,742.26 ","$44,355.54 ","$38,956.84 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,PA,375,"$180,176.00 ","$37,419.37 ","$30,054.39 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CA,595,"$232,758.13 ","$46,876.98 ","$42,588.34 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,TX,609,"$129,938.64 ","$31,164.03 ","$26,518.17 "
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,FL,631,"$165,473.07 ","$31,122.35 ","$27,753.27 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,VT,14,"$26,666.07 ","$15,596.00 ","$14,647.57 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,HI,20,"$57,113.30 ","$21,776.25 ","$18,140.40 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,DE,23,"$31,836.04 ","$15,069.26 ","$13,765.57 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,ID,30,"$40,372.27 ","$15,292.50 ","$11,071.00 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,MT,36,"$29,119.69 ","$12,812.39 ","$12,263.00 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,RI,36,"$36,690.58 ","$16,897.08 ","$14,822.83 "
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,ND,39,"$30,599.56 ","$13,532.31 ","$12,582.64 "
