ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
6979,71787,,1977,19,0,34
6980,71787,,1978,339,9490,35
6981,71787,,1979,153,5355,36
6982,71790,,1944,0,5200,1
6983,71790,,1945,0,14600,2
6984,71790,,1946,0,17100,3
6985,71790,,1947,0,13600,4
6986,71790,,1948,0,11600,5
6987,71790,,1949,0,12000,6
6988,71790,,1950,0,9100,7
6989,71790,,1951,365,10749,8
6990,71790,,1952,366,12300,9
6991,71790,,1953,365,9716,10
6992,71790,,1954,349,8372,11
6993,71790,,1955,365,9199,12
6994,71790,,1956,366,9406,13
6995,71790,,1957,365,8979,14
6996,71790,,1958,365,9819,15
6997,71790,,1959,365,9406,16
6998,71790,,1960,351,7752,17
6999,71790,,1961,346,7132,18
7000,71790,,1962,364,8269,19
7001,71790,,1963,365,5995,20
7002,71790,,1964,363,4651,21
7003,71790,,1965,365,5581,22
7004,71790,,1966,350,5065,23
7005,71790,,1967,365,6822,24
7006,71790,,1968,366,6098,25
7007,71790,,1969,365,5685,26
7008,71790,,1970,344,7442,27
7009,71790,,1971,365,6822,28
7010,71790,,1972,356,6615,29
7011,71790,,1973,365,6408,30
7012,71790,,1974,361,6408,31
7013,71790,,1975,365,7235,32
7014,71790,,1976,341,7442,33
7015,71790,,1977,0,0,34
7016,71790,,1978,0,0,35
7017,71790,,1979,258,6190,36
7018,71790,,1980,156,3120,37
7019,71790,,1981,75,2250,38
7020,71790,,1982,358,2510,39
7021,71790,,1983,153,1683,40
7022,71790,,1984,366,5551,41
7023,71791,,1944,0,16641,1
7024,71791,,1945,0,26667,2
7025,71791,,1946,0,25633,3
7026,71791,,1947,0,18915,4
7027,71791,,1948,0,15814,5
7028,71791,,1949,0,21085,6
7029,71791,,1950,0,10439,7
7030,71791,,1951,365,6408,8
7031,71791,,1952,366,4134,9
7032,71791,,1953,364,9096,10
7033,71791,,1954,349,13540,11
7034,71791,,1955,365,11886,12
7035,71791,,1956,365,12196,13
7036,71791,,1957,365,12196,14
7037,71791,,1958,365,10853,15
7038,71791,,1959,365,13954,16
7039,71791,,1960,350,10233,17
7040,71791,,1961,346,11990,18
7041,71791,,1962,365,12507,19
7042,71791,,1963,362,10853,20
7043,71791,,1964,366,10439,21
7044,71791,,1965,365,10233,22
7045,71791,,1966,350,10129,23
7046,71791,,1967,362,11266,24
7047,71791,,1968,366,11370,25
7048,71791,,1969,351,11380,26
7049,71791,,1970,365,13230,27
7050,71791,,1971,366,10543,28
7051,71791,,1972,365,10543,29
7052,71791,,1973,343,9923,30
7053,71791,,1974,364,10129,31
7054,71791,,1975,58,1550,32
7055,71791,,1976,339,9830,33
7056,71791,,1977,153,2907,34
7057,71791,,1978,366,7748,35
7058,71791,,1979,0,0,36
7059,71809,,1946,0,4470,1
7060,71809,,1947,0,34600,2
7061,71809,,1948,0,3110,3
7062,71809,,1949,0,34600,4
7063,71809,,1950,0,33400,5
7064,71809,,1951,350,35763,6
7065,71809,,1952,366,35453,7
7066,71809,,1953,365,29148,8
7067,71809,,1954,349,28424,9
7068,71809,,1955,365,30181,10
7069,71809,,1956,366,25526,11
7070,71809,,1957,364,28734,12
7071,71809,,1958,365,23773,13
7072,71809,,1959,350,23566,14
7073,71809,,1960,364,19638,15
7074,71809,,1961,346,19638,16
7075,71809,,1962,365,19638,17
7076,71809,,1963,365,16021,18
7077,71809,,1964,358,16124,19
7078,71809,,1965,365,17158,20
7079,71809,,1966,365,15091,21
7080,71809,,1967,365,16641,22
7081,71809,,1968,349,16744,23
7082,71809,,1969,365,15814,24
7083,71809,,1970,365,16951,25
7084,71809,,1971,365,15297,26
7085,71809,,1972,366,15091,27
7086,71809,,1973,350,17364,28
7087,71809,,1974,361,11641,29
7088,71809,,1975,350,16331,30
7089,71809,,1976,341,14057,31
7090,71809,,1977,316,14057,32
7091,71809,,1978,365,14960,33
7092,71809,,1979,365,18620,34
7093,71809,,1980,156,5620,35
7094,71809,,1981,75,3530,36
7095,71809,,1982,342,14710,37
7096,71809,,1983,153,5508,38
7097,71809,,1984,366,12501,39
7098,71810,,1947,0,10500,1
7099,71810,,1948,0,13800,2
7100,71810,,1949,0,14900,3
7101,71810,,1950,0,13400,4
7102,71810,,1951,365,15711,5
7103,71810,,1952,366,15917,6
7104,71810,,1953,365,13127,7
7105,71810,,1954,349,10749,8
7106,71810,,1955,365,13230,9
7107,71810,,1956,364,12196,10
7108,71810,,1957,359,8992,11
7109,71810,,1958,335,7442,12
7110,71810,,1959,351,8062,13
7111,71810,,1960,333,7132,14
7112,71810,,1961,334,5271,15
7113,71810,,1962,350,5788,16
7114,71810,,1963,353,5065,17
7115,71810,,1964,350,6305,18
7116,71810,,1965,364,6822,19
7117,71810,,1966,360,5581,20
7118,71810,,1967,365,6822,21
7119,71810,,1968,347,7235,22
7120,71810,,1969,360,6202,23
7121,71810,,1970,362,6718,24
7122,71810,,1971,365,5685,25
7123,71810,,1972,365,5995,26
7124,71810,,1973,349,5065,27
7125,71810,,1974,361,4134,28
7126,71810,,1975,276,4238,29
7127,71810,,1976,336,3101,30
7128,71810,,1977,311,3514,31
7129,71810,,1978,357,5000,32
7130,71810,,1979,362,5070,33
7131,71810,,1980,154,1590,34
7132,71810,,1981,75,830,35
7133,71810,,1982,355,5320,36
7134,71810,,1983,153,1989,37
7135,71810,,1984,366,4448,38
7136,71815,,1946,0,2067,1
7137,71815,,1947,0,16848,2
7138,71815,,1948,0,12300,3
7139,71815,,1949,0,13954,4
7140,71815,,1950,0,12093,5
7141,71815,,1951,365,11886,6
7142,71815,,1952,366,12817,7
7143,71815,,1953,365,11266,8
7144,71815,,1954,349,10233,9
7145,71815,,1955,365,10956,10
7146,71815,,1956,366,9612,11
7147,71815,,1957,365,10336,12
7148,71815,,1958,365,10543,13
7149,71815,,1959,365,10026,14
7150,71815,,1960,351,9509,15
7151,71815,,1961,347,8579,16
7152,71815,,1962,365,8992,17
7153,71815,,1963,365,7338,18
7154,71815,,1964,366,6822,19
7155,71815,,1965,365,7235,20
7156,71815,,1966,350,7235,21
7157,71815,,1967,365,6822,22
7158,71815,,1968,366,7545,23
7159,71815,,1969,365,6925,24
7160,71815,,1970,351,7959,25
7161,71815,,1971,365,8682,26
7162,71815,,1972,366,6822,27
7163,71815,,1973,365,5995,28
7164,71815,,1974,346,6408,29
7165,71815,,1975,365,7545,30
7166,71815,,1976,341,5995,31
7167,71815,,1977,316,6512,32
7168,71815,,1978,365,6570,33
7169,71815,,1979,365,7670,34
7170,71815,,1980,156,4210,35
7171,71815,,1981,75,1280,36
7172,71815,,1982,358,8230,37
7173,71815,,1983,153,7212,38
7174,71815,,1984,366,6679,39
7175,71819,,1944,0,4609,1
7176,71819,,1945,0,27287,2
7177,71819,,1946,0,26977,3
7178,71819,,1947,0,23566,4
7179,71819,,1948,0,19432,5
7180,71819,,1949,0,15091,6
7181,71819,,1950,0,14160,7
7182,71819,,1951,350,16124,8
7183,71819,,1952,366,15401,9
7184,71819,,1953,365,17778,10
7185,71819,,1954,349,14367,11
7186,71819,,1955,365,16021,12
7187,71819,,1956,366,13437,13
7188,71819,,1957,365,14574,14
7189,71819,,1958,365,14367,15
7190,71819,,1959,350,11680,16
7191,71819,,1960,366,12817,17
7192,71819,,1961,350,13023,18
7193,71819,,1962,365,11473,19
7194,71819,,1963,365,11370,20
7195,71819,,1964,366,9612,21
7196,71819,,1965,365,8786,22
7197,71819,,1966,350,13437,23
7198,71819,,1967,365,7545,24
7199,71819,,1968,366,8165,25
7200,71819,,1969,365,9406,26
7201,71819,,1970,351,12713,27
7202,71819,,1971,364,9406,28
7203,71819,,1972,365,12093,29
7204,71819,,1973,365,11370,30
7205,71819,,1974,346,7855,31
7206,71819,,1975,365,8269,32
7207,71819,,1976,341,7028,33
7208,71819,,1977,316,6822,34
7209,71819,,1978,193,6760,35
7210,71819,,1979,75,2250,36
7211,71819,,1980,356,12460,37
7212,71819,,1981,153,5202,38
7213,71819,,1982,366,10685,39
7214,71820,,1967,31,1447,1
7215,71820,,1968,366,13230,2
7216,71820,,1969,365,11370,3
7217,71820,,1970,365,10233,4
7218,71820,,1971,350,10852,5
7219,71820,,1972,363,11267,6
7220,71820,,1973,365,4547,7
7221,71820,,1974,360,4548,8
7222,71820,,1975,350,5685,9
7223,71820,,1976,341,3204,10
7224,71820,,1977,316,2894,11
7225,71820,,1978,365,6200,12
7226,71820,,1979,365,6570,13
7227,71820,,1980,156,5460,14
7228,71820,,1981,75,2550,15
7229,71820,,1982,356,10320,16
7230,71820,,1983,152,5320,17
7231,71820,,1984,366,10709,18
7232,71823,,1945,0,11500,1
7233,71823,,1946,0,16500,2
7234,71823,,1947,0,15000,3
7235,71823,,1948,0,12000,4
7236,71823,,1949,0,9100,5
7237,71823,,1950,0,10700,6
7238,71823,,1951,365,11470,7
7239,71823,,1952,366,9612,8
7240,71823,,1953,365,8372,9
7241,71823,,1954,349,7647,10
7242,71823,,1955,365,8476,11
7243,71823,,1956,366,7028,12
7244,71823,,1957,365,6512,13
7245,71823,,1958,365,7442,14
7246,71823,,1959,361,5995,15
7247,71823,,1960,342,7132,16
7248,71823,,1961,351,7959,17
7249,71823,,1962,364,6718,18
7250,71823,,1963,365,5271,19
7251,71823,,1964,364,4548,20
7252,71823,,1965,365,4444,21
7253,71823,,1966,350,3618,22
7254,71823,,1967,361,3718,23
7255,71823,,1968,366,6512,24
7256,71823,,1969,365,6822,25
7257,71823,,1970,351,7649,26
7258,71823,,1971,365,4858,27
7259,71823,,1972,366,6408,28
7260,71823,,1973,365,5271,29
7261,71823,,1974,346,4961,30
7262,71823,,1975,341,4961,31
7263,71823,,1976,341,3514,32
7264,71823,,1977,316,3928,33
7265,71823,,1978,193,4440,34
7266,71823,,1979,45,1040,35
7267,71823,,1980,156,4680,36
7268,71823,,1981,75,1650,37
7269,71823,,1982,356,6050,38
7270,71823,,1983,153,5799,39
7271,71823,,1984,366,8479,40
7272,71907,,1944,0,12800,1
7273,71907,,1945,0,17000,2
7274,71907,,1946,0,22100,3
7275,71907,,1947,0,18300,4
7276,71907,,1948,0,16500,5
7277,71907,,1949,0,15200,6
7278,71907,,1950,0,17300,7
7279,71907,,1951,365,15607,8
7280,71907,,1952,366,15194,9
7281,71907,,1953,365,15401,10
7282,71907,,1954,349,15091,11
7283,71907,,1955,365,15401,12
7284,71907,,1956,366,14574,13
7285,71907,,1957,365,13747,14
7286,71907,,1958,365,13540,15
7287,71907,,1959,350,13230,16
7288,71907,,1960,366,11370,17
7289,71907,,1961,348,7752,18
7290,71907,,1962,365,8269,19
7291,71907,,1963,365,7959,20
7292,71907,,1964,366,7442,21
7293,71907,,1965,365,7855,22
7294,71907,,1966,350,7235,23
7295,71907,,1967,365,7545,24
7296,71907,,1968,363,7545,25
7297,71907,,1969,365,6718,26
7298,71907,,1970,351,6925,27
7299,71907,,1971,365,6408,28
7300,71907,,1972,366,7545,29
7301,71907,,1973,365,5995,30
7302,71907,,1974,346,5375,31
7303,71907,,1975,365,6822,32
7304,71907,,1976,326,6408,33
7305,71907,,1977,316,6512,34
7306,71907,,1978,365,8400,35
7307,71907,,1979,365,8760,36
7308,71907,,1980,317,6970,37
7309,71907,,1981,75,1580,38
7310,71907,,1982,343,7200,39
7311,71907,,1983,153,2754,40
7312,71907,,1984,366,6407,41
7313,71927,,1944,0,11100,1
7314,71927,,1945,0,4700,2
7315,71927,,1946,0,6700,3
7316,71927,,1947,0,6300,4
7317,71927,,1948,0,6000,5
7318,71927,,1949,0,5500,6
7319,71927,,1950,0,4100,7
7320,71927,,1951,365,3721,8
7321,71927,,1952,365,1550,9
7322,71927,,1953,365,8269,10
7323,71927,,1954,349,2687,11
7324,71927,,1955,365,3204,12
7325,71927,,1956,366,2584,13
7326,71927,,1957,361,2997,14
7327,71927,,1958,365,2894,15
7328,71927,,1959,365,3411,16
7329,71927,,1960,345,1344,17
7330,71927,,1961,339,1344,18
7331,71927,,1962,362,2067,19
7332,71927,,1963,363,2894,20
7333,71927,,1964,363,1964,21
7334,71927,,1965,365,2170,22
7335,71927,,1966,350,2584,23
7336,71927,,1967,363,2274,24
7337,71927,,1968,366,3411,25
7338,71927,,1969,354,1860,26
7339,71927,,1970,344,3204,27
7340,71927,,1971,365,2274,28
7341,71927,,1972,366,2997,29
7342,71927,,1973,364,3411,30
7343,71927,,1974,343,1757,31
7344,71927,,1975,364,1860,32
7345,71927,,1976,58,413,33
7346,71927,,1977,19,0,34
7347,71927,,1978,339,4750,35
7348,71927,,1979,153,2754,36
7349,72075,,1948,0,2687,1
7350,72075,,1949,0,15607,2
7351,72075,,1950,0,9923,3
7352,72075,,1951,315,8889,4
7353,72075,,1952,170,7649,5
7354,72075,,1953,226,9199,6
7355,72075,,1954,181,8165,7
7356,72075,,1955,355,10956,8
7357,72075,,1956,306,8682,9
7358,72075,,1957,365,9612,10
7359,72075,,1958,364,8786,11
7360,72075,,1959,364,8786,12
7361,72075,,1960,365,9509,13
7362,72075,,1961,338,7752,14
7363,72075,,1962,274,6305,15
7364,72075,,1963,346,6202,16
7365,72075,,1964,342,6615,17
7366,72075,,1965,344,6098,18
7367,72075,,1966,362,5995,19
7368,72075,,1967,362,5995,20
7369,72075,,1968,361,5581,21
7370,72075,,1969,140,2171,22
7371,72075,,1970,204,4031,23
7372,72075,,1971,365,5995,24
7373,72075,,1972,366,6098,25
7374,72075,,1973,348,5375,26
7375,72075,,1974,287,4444,27
7376,72075,,1975,337,5271,28
7377,72075,,1976,366,4548,29
7378,72075,,1977,353,5065,30
7379,72075,,1978,364,4730,31
7380,72075,,1979,365,4380,32
7381,72075,,1980,366,4030,33
7382,72075,,1981,350,5250,34
7383,72075,,1982,363,5080,35
7384,72075,,1983,208,3337,36
7385,72075,,1984,366,4622,37
7386,72132,,1948,0,1240,1
7387,72132,,1949,0,7442,2
7388,72132,,1950,0,5478,3
7389,72132,,1951,215,4341,4
7390,72132,,1952,170,3204,5
7391,72132,,1953,226,3928,6
7392,72132,,1954,179,3824,7
7393,72132,,1955,355,5478,8
7394,72132,,1956,306,4548,9
7395,72132,,1957,365,4548,10
7396,72132,,1958,364,4134,11
7397,72132,,1959,328,2997,12
7398,72132,,1960,365,3618,13
7399,72132,,1961,326,3204,14
7400,72132,,1962,273,2791,15
7401,72132,,1963,344,3204,16
7402,72132,,1964,340,4031,17
7403,72132,,1965,343,3204,18
7404,72132,,1966,362,3411,19
7405,72132,,1967,362,3411,20
7406,72132,,1968,362,3411,21
7407,72132,,1969,143,1137,22
7408,72132,,1970,204,2067,23
7409,72132,,1971,304,3411,24
7410,72132,,1972,366,3824,25
7411,72132,,1973,348,3204,26
7412,72132,,1974,287,3307,27
7413,72132,,1975,311,2274,28
7414,72132,,1976,366,2998,29
7415,72132,,1977,351,3307,30
7416,72132,,1978,364,2910,31
7417,72132,,1979,364,1820,32
7418,72132,,1980,366,2200,33
7419,72132,,1981,365,3290,34
7420,72132,,1982,365,1820,35
7421,72132,,1983,69,615,36
7422,72132,,1984,366,2867,37
7423,74355,,1951,350,6000,1
7424,74355,,1952,331,4500,2
7425,74355,,1953,365,4858,3
7426,74355,,1954,249,3204,4
7427,74355,,1955,364,4651,5
7428,74355,,1956,366,4961,6
7429,74355,,1957,350,5271,7
7430,74355,,1958,351,3824,8
7431,74355,,1959,365,4134,9
7432,74355,,1960,365,5168,10
7433,74355,,1961,300,10956,11
7434,74355,,1962,330,16331,12
7435,74355,,1963,346,13643,13
7436,74355,,1964,345,17881,14
7437,74355,,1965,354,18708,15
7438,74355,,1966,314,12300,16
7439,74355,,1967,365,14367,17
7440,74355,,1968,366,15091,18
7441,74355,,1969,365,14367,19
7442,74355,,1970,350,14470,20
7443,74355,,1971,365,18915,21
7444,74355,,1972,366,17365,22
7445,74355,,1973,361,14884,23
7446,74355,,1974,350,13023,24
7447,74355,,1975,365,15814,25
7448,74355,,1976,366,15091,26
7449,74355,,1977,365,13954,27
7450,74355,,1978,365,15330,28
7451,74355,,1979,350,14350,29
7452,74355,,1980,366,13180,30
7453,74369,,1951,350,6000,1
7454,74369,,1952,331,4500,2
7455,74369,,1953,365,4858,3
7456,74369,,1954,249,3204,4
7457,74369,,1955,364,4651,5
7458,74369,,1956,366,4961,6
7459,74369,,1957,350,5271,7
7460,74369,,1958,351,3824,8
7461,74369,,1959,365,4134,9
7462,74369,,1960,365,5168,10
7463,74369,,1961,300,10956,11
7464,74369,,1962,330,16331,12
7465,74369,,1963,346,13643,13
7466,74369,,1964,345,17881,14
7467,74369,,1965,354,18708,15
7468,74369,,1966,314,12300,16
7469,74369,,1967,365,14367,17
7470,74369,,1968,366,15091,18
7471,74369,,1969,365,14367,19
7472,74369,,1970,350,14470,20
7473,74369,,1971,365,18915,21
7474,74369,,1972,366,17365,22
7475,74369,,1973,361,14884,23
7476,74369,,1974,350,13023,24
7477,74369,,1975,365,15814,25
7478,74369,,1976,366,15091,26
7479,74369,,1977,365,13954,27
7480,74369,,1978,365,15330,28
7481,74369,,1979,350,14350,29
7482,74369,,1980,366,13180,30
7483,74625,,1972,232,1550,1
7484,74625,,1973,338,10852,2
7485,74625,,1974,365,10439,3
7486,74625,,1975,365,9923,4
7487,74625,,1976,366,8165,5
7488,74625,,1977,365,8062,6
7489,74625,,1978,350,10280,7
7490,74625,,1979,365,8850,8
7491,74625,,1980,365,9160,9
7492,74625,,1981,365,8470,10
7493,74625,,1982,365,5050,11
7494,74625,,1983,365,7240,12
7495,74625,,1984,363,6897,13
7496,75042,,1951,344,13437,1
7497,75042,,1952,330,10129,2
7498,75042,,1953,363,9302,3
7499,75042,,1954,235,6202,4
7500,75042,,1955,365,9302,5
7501,75042,,1956,345,7442,6
7502,75042,,1957,364,7855,7
7503,75042,,1958,365,7649,8
7504,75042,,1959,364,7545,9
7505,75042,,1960,366,7132,10
7506,75042,,1961,363,6822,11
7507,75042,,1962,330,6822,12
7508,75042,,1963,364,7028,13
7509,75042,,1964,366,6615,14
7510,75042,,1965,365,6925,15
7511,75042,,1966,365,6822,16
7512,75042,,1967,349,6822,17
7513,75042,,1968,365,6615,18
7514,75042,,1969,365,6615,19
7515,75042,,1970,365,6408,20
7516,75042,,1971,345,5995,21
7517,75042,,1972,366,6098,22
7518,75042,,1973,365,5788,23
7519,75042,,1974,365,5375,24
7520,75042,,1975,349,6202,25
7521,75042,,1976,366,5788,26
7522,75042,,1977,365,5891,27
7523,75042,,1978,365,5750,28
7524,75042,,1979,365,5650,29
7525,75042,,1980,308,9730,30
7526,75042,,1981,365,9260,31
7527,75042,,1982,365,8790,32
7528,75042,,1983,365,7635,33
7529,75042,,1984,366,2640,34
7530,75181,,1952,154,3307,1
7531,75181,,1953,293,5581,2
7532,75181,,1954,238,2891,3
7533,75181,,1955,250,5995,4
7534,75181,,1956,324,6615,5
7535,75181,,1957,364,7132,6
7536,75181,,1958,365,6822,7
7537,75181,,1959,364,6408,8
7538,75181,,1960,366,6098,9
7539,75181,,1961,365,5995,10
7540,75181,,1962,347,3824,11
7541,75181,,1963,364,6202,12
7542,75181,,1964,365,6098,13
7543,75181,,1965,350,5788,14
7544,75181,,1966,365,5685,15
7545,75181,,1967,349,5375,16
7546,75181,,1968,365,6098,17
7547,75181,,1969,365,6408,18
7548,75181,,1970,365,5995,19
7549,75181,,1971,349,5788,20
7550,75181,,1972,365,5685,21
7551,75181,,1973,365,5271,22
7552,75181,,1974,365,5271,23
7553,75181,,1975,349,6098,24
7554,75181,,1976,365,4961,25
7555,75181,,1977,365,5271,26
7556,75181,,1978,365,4740,27
7557,75181,,1979,365,5840,28
7558,75181,,1980,308,4620,29
7559,75181,,1981,365,5480,30
7560,75181,,1982,365,5480,31
7561,75181,,1983,365,5245,32
7562,75181,,1984,366,4569,33
7563,75183,,1953,11,1860,1
7564,75183,,1954,358,51890,2
7565,75183,,1955,358,32559,3
7566,75183,,1956,325,25116,4
7567,75183,,1957,365,26978,5
7568,75183,,1958,365,21912,6
7569,75183,,1959,365,19225,7
7570,75183,,1960,366,17158,8
7571,75183,,1961,358,16124,9
7572,75183,,1962,338,18191,10
7573,75183,,1963,364,20672,11
7574,75183,,1964,366,15917,12
7575,75183,,1965,362,12507,13
7576,75183,,1966,365,11886,14
7577,75183,,1967,350,14884,15
7578,75183,,1968,366,14264,16
7579,75183,,1969,364,12403,17
7580,75183,,1970,354,10853,18
7581,75183,,1971,348,12817,19
7582,75183,,1972,300,11680,20
7583,75183,,1973,365,10336,21
7584,75183,,1974,365,7752,22
7585,75183,,1975,365,11163,23
7586,75183,,1976,351,9406,24
7587,75183,,1977,365,8992,25
7588,75183,,1978,365,8610,26
7589,75183,,1979,365,9280,27
7590,75183,,1980,366,8850,28
7591,75183,,1981,228,6230,29
7592,75183,,1982,172,5400,30
7593,75183,,1983,365,9380,31
7594,75183,,1984,366,8812,32
7595,75187,,1950,0,6900,1
7596,75187,,1951,359,48269,2
7597,75187,,1952,331,41034,3
7598,75187,,1953,293,33385,4
7599,75187,,1954,238,25943,5
7600,75187,,1955,281,26460,6
7601,75187,,1956,324,28734,7
7602,75187,,1957,365,29974,8
7603,75187,,1958,365,32042,9
7604,75187,,1959,364,24806,10
7605,75187,,1960,366,23463,11
7606,75187,,1961,365,21292,12
7607,75187,,1962,217,11680,13
7608,75187,,1963,364,17468,14
7609,75187,,1964,366,16331,15
7610,75187,,1965,350,14574,16
7611,75187,,1966,365,14367,17
7612,75187,,1967,349,13023,18
7613,75187,,1968,358,12197,19
7614,75187,,1969,365,13230,20
7615,75187,,1970,364,12817,21
7616,75187,,1971,349,10129,22
7617,75187,,1972,366,9819,23
7618,75187,,1973,365,11680,24
7619,75187,,1974,365,12093,25
7620,75187,,1975,349,9716,26
7621,75187,,1976,366,10956,27
7622,75187,,1977,365,10956,28
7623,75187,,1978,365,7300,29
7624,75187,,1979,365,6940,30
7625,75187,,1980,308,7700,31
7626,75187,,1981,365,7670,32
7627,75187,,1982,365,12410,33
7628,75187,,1983,365,13284,34
7629,75187,,1984,366,8403,35
7630,75188,,1951,357,6305,1
7631,75188,,1952,332,7545,2
7632,75188,,1953,293,4651,3
7633,75188,,1954,238,5478,4
7634,75188,,1955,249,5478,5
7635,75188,,1956,321,6408,6
7636,75188,,1957,363,5375,7
7637,75188,,1958,364,5478,8
7638,75188,,1959,361,5271,9
7639,75188,,1960,364,5788,10
7640,75188,,1961,363,5685,11
7641,75188,,1962,227,3618,12
7642,75188,,1963,359,4961,13
7643,75188,,1964,358,5891,14
7644,75188,,1965,358,5891,15
7645,75188,,1966,359,7028,16
7646,75188,,1967,342,7752,17
7647,75188,,1968,363,7132,18
7648,75188,,1969,356,7339,19
7649,75188,,1970,348,7235,20
7650,75188,,1971,348,7235,21
7651,75188,,1972,366,6822,22
7652,75188,,1973,365,6408,23
7653,75188,,1974,365,5995,24
7654,75188,,1975,364,7132,25
7655,75188,,1976,366,6408,26
7656,75188,,1977,365,6408,27
7657,75188,,1978,365,5840,28
7658,75188,,1979,350,5600,29
7659,75188,,1980,323,5170,30
7660,75188,,1981,365,5840,31
7661,75188,,1982,365,6570,32
7662,75188,,1983,365,5832,33
7663,75188,,1984,366,6161,34
7664,75264,,1951,341,10543,1
7665,75264,,1952,290,18191,2
7666,75264,,1953,362,19121,3
7667,75264,,1954,249,12817,4
7668,75264,,1955,365,17985,5
7669,75264,,1956,364,17261,6
7670,75264,,1957,317,17261,7
7671,75264,,1958,344,16848,8
7672,75264,,1959,365,17158,9
7673,75264,,1960,366,16641,10
7674,75264,,1961,365,16124,11
7675,75264,,1962,350,14884,12
7676,75264,,1963,365,15194,13
7677,75264,,1964,366,13850,14
7678,75264,,1965,365,13850,15
7679,75264,,1966,365,12817,16
7680,75264,,1967,350,12713,17
7681,75264,,1968,366,12403,18
7682,75264,,1969,365,12610,19
7683,75264,,1970,365,11886,20
7684,75264,,1971,346,11370,21
7685,75264,,1972,364,11680,22
7686,75264,,1973,365,10853,23
7687,75264,,1974,360,9923,24
7688,75264,,1975,365,10853,25
7689,75264,,1976,351,9612,26
7690,75264,,1977,365,11680,27
7691,75264,,1978,365,10930,28
7692,75264,,1979,365,10790,29
7693,75264,,1980,366,11010,30
7694,75264,,1981,350,10570,31
7695,75264,,1982,365,10430,32
7696,75264,,1983,365,11629,33
7697,75264,,1984,102,3448,34
7698,75265,,1963,135,827,1
7699,75265,,1964,366,10233,2
7700,75265,,1965,365,9406,3
7701,75265,,1966,350,8269,4
7702,75265,,1967,365,8476,5
7703,75265,,1968,349,7235,6
7704,75265,,1969,365,7338,7
7705,75265,,1970,365,6408,8
7706,75265,,1971,364,6470,9
7707,75265,,1972,350,6512,10
7708,75265,,1973,365,6305,11
7709,75265,,1974,360,5478,12
7710,75265,,1975,365,5891,13
7711,75265,,1976,351,5478,14
7712,75265,,1977,365,5788,15
7713,75265,,1978,365,3860,16
7714,75265,,1979,365,4500,17
7715,75265,,1980,366,4270,18
7716,75265,,1981,350,3830,19
7717,75265,,1982,365,4670,20
7718,75265,,1983,365,6155,21
7719,75265,,1984,102,1362,22
7720,75857,,1967,360,5581,1
7721,75857,,1968,327,6098,2
7722,75857,,1969,182,2791,3
7723,75857,,1970,365,6408,4
7724,75857,,1971,365,5271,5
7725,75857,,1972,366,2687,6
7726,75857,,1973,299,1860,7
7727,75857,,1974,365,2274,8
7728,75857,,1975,350,3308,9
7729,75857,,1976,366,2687,10
7730,75857,,1977,365,3600,11
7731,75857,,1978,365,2920,12
7732,75857,,1979,365,3290,13
7733,75857,,1980,351,3860,14
7734,75857,,1981,365,2278,15
7735,75857,,1982,366,3224,16
7736,75857,,1983,0,0,17
7737,75879,,1967,31,2067,1
7738,75879,,1968,312,14884,2
7739,75879,,1969,5,207,3
7740,75879,,1970,92,5168,4
7741,75879,,1971,315,16951,5
7742,75879,,1972,342,12403,6
7743,75879,,1973,279,10646,7
7744,75879,,1974,365,1026,8
7745,75879,,1975,348,8889,9
7746,75879,,1976,366,9406,10
7747,75879,,1977,365,8800,11
7748,75879,,1978,358,6090,12
7749,75879,,1979,365,5480,13
7750,75879,,1980,366,8050,14
7751,75879,,1981,365,7670,15
7752,75879,,1982,267,8540,16
7753,75879,,1983,276,6688,17
7754,75879,,1984,366,8271,18
7755,75885,,1977,302,19600,1
