,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
55328,Grant County, WI,55043,2013,2013,,51219,,,,,,
55329,Grant County, WI,55043,2014,2014,,51861,,,,,,
55330,Grant County, WI,55043,2015,2015,,52303,,,,,,
55331,Grant County, WI,55043,2016,2016,,52214,,,,,,
55332,Green County, WI,55045,1999,1999,,33474,,,,,,
55333,Green County, WI,55045,2000,2000,,33647,,,,,,
55334,Green County, WI,55045,2001,2001,,33929,,,,,,
55335,Green County, WI,55045,2002,2002,,34177,,,,,,
55336,Green County, WI,55045,2003,2003,,34301,,,,,,
55337,Green County, WI,55045,2004,2004,,34801,,,,,,
55338,Green County, WI,55045,2005,2005,,35174,,,,,,
55339,Green County, WI,55045,2006,2006,,35869,,,,,,
55340,Green County, WI,55045,2007,2007,,36234,,,,,,
55341,Green County, WI,55045,2008,2008,,36598,,,,,,
55342,Green County, WI,55045,2009,2009,,36672,,,,,,
55343,Green County, WI,55045,2010,2010,,36842,,,,,,
55344,Green County, WI,55045,2011,2011,,36980,,,,,,
55345,Green County, WI,55045,2012,2012,,36896,,,,,,
55346,Green County, WI,55045,2013,2013,,37099,,,,,,
55347,Green County, WI,55045,2014,2014,,37028,,,,,,
55348,Green County, WI,55045,2015,2015,,37153,,,,,,
55349,Green County, WI,55045,2016,2016,,37075,,,,,,
55350,Green Lake County, WI,55047,1999,1999,,19109,,,,,,
55351,Green Lake County, WI,55047,2000,2000,,19105,,,,,,
55352,Green Lake County, WI,55047,2001,2001,,19213,,,,,,
55353,Green Lake County, WI,55047,2002,2002,,19267,,,,,,
55354,Green Lake County, WI,55047,2003,2003,,19253,,,,,,
55355,Green Lake County, WI,55047,2004,2004,,19220,,,,,,
55356,Green Lake County, WI,55047,2005,2005,,19187,,,,,,
55357,Green Lake County, WI,55047,2006,2006,,19195,,,,,,
55358,Green Lake County, WI,55047,2007,2007,,19144,,,,,,
55359,Green Lake County, WI,55047,2008,2008,,19102,,,,,,
55360,Green Lake County, WI,55047,2009,2009,,19056,,,,,,
55361,Green Lake County, WI,55047,2010,2010,,19051,,,,,,
55362,Green Lake County, WI,55047,2011,2011,,19099,,,,,,
55363,Green Lake County, WI,55047,2012,2012,,19069,,,,,,
55364,Green Lake County, WI,55047,2013,2013,,18961,,,,,,
55365,Green Lake County, WI,55047,2014,2014,,18829,,,,,,
55366,Green Lake County, WI,55047,2015,2015,,18829,,,,,,
55367,Green Lake County, WI,55047,2016,2016,,18719,,,,,,
55368,Iowa County, WI,55049,1999,1999,,22709,,,,,,
55369,Iowa County, WI,55049,2000,2000,,22780,,,,,,
55370,Iowa County, WI,55049,2001,2001,,22932,,,,,,
55371,Iowa County, WI,55049,2002,2002,,23017,,,,,,
55372,Iowa County, WI,55049,2003,2003,,23154,,,,,,
55373,Iowa County, WI,55049,2004,2004,,23187,,,,,,
55374,Iowa County, WI,55049,2005,2005,,23405,,,,,,
55375,Iowa County, WI,55049,2006,2006,,23589,,,,,,
55376,Iowa County, WI,55049,2007,2007,,23636,,,,,,
55377,Iowa County, WI,55049,2008,2008,,23701,,,,,,
55378,Iowa County, WI,55049,2009,2009,,23595,,,,,,
55379,Iowa County, WI,55049,2010,2010,,23687,,,,,,
55380,Iowa County, WI,55049,2011,2011,,23766,,,,,,
55381,Iowa County, WI,55049,2012,2012,,23746,,,,,,
55382,Iowa County, WI,55049,2013,2013,,23728,,,,,,
55383,Iowa County, WI,55049,2014,2014,,23796,,,,,,
55384,Iowa County, WI,55049,2015,2015,,23829,,,,,,
55385,Iowa County, WI,55049,2016,2016,,23654,,,,,,
55386,Iron County, WI,55051,1999,1999,,6840,,,,,,
55387,Iron County, WI,55051,2000,2000,,6861,,,,,,
55388,Iron County, WI,55051,2001,2001,,6776,,,,,,
55389,Iron County, WI,55051,2002,2002,,6711,,,,,,
55390,Iron County, WI,55051,2003,2003,,6598,,,,,,
55391,Iron County, WI,55051,2004,2004,,6508,,,,,,
55392,Iron County, WI,55051,2005,2005,,6411,,,,,,
55393,Iron County, WI,55051,2006,2006,,6236,,,,,,
55394,Iron County, WI,55051,2007,2007,,6170,,,,,,
55395,Iron County, WI,55051,2008,2008,,6101,,,,,,
55396,Iron County, WI,55051,2009,2009,,5966,,,,,,
55397,Iron County, WI,55051,2010,2010,,5916,,,,,,
55398,Iron County, WI,55051,2011,2011,,6000,,,,,,
55399,Iron County, WI,55051,2012,2012,,5940,,,,,,
55400,Iron County, WI,55051,2013,2013,,5883,,,,,,
55401,Iron County, WI,55051,2014,2014,,5916,,,,,,
55402,Iron County, WI,55051,2015,2015,,5786,,,,,,
55403,Iron County, WI,55051,2016,2016,,5726,,,,,,
55404,Jackson County, WI,55053,1999,1999,,18859,,,,,,
55405,Jackson County, WI,55053,2000,2000,,19100,,,,,,
55406,Jackson County, WI,55053,2001,2001,,19337,,,,,,
55407,Jackson County, WI,55053,2002,2002,,19374,,,,,,
55408,Jackson County, WI,55053,2003,2003,,19641,,,,,,
55409,Jackson County, WI,55053,2004,2004,,19633,,,,,,
55410,Jackson County, WI,55053,2005,2005,,19885,,,,,,
55411,Jackson County, WI,55053,2006,2006,,20016,,,,,,
55412,Jackson County, WI,55053,2007,2007,,20227,,,,,,
55413,Jackson County, WI,55053,2008,2008,,20348,,,,,,
55414,Jackson County, WI,55053,2009,2009,,20372,,,,,,
55415,Jackson County, WI,55053,2010,2010,,20449,,,,,,
55416,Jackson County, WI,55053,2011,2011,,20523,,,,,,
55417,Jackson County, WI,55053,2012,2012,,20472,,,,,,
55418,Jackson County, WI,55053,2013,2013,,20574,,,,,,
55419,Jackson County, WI,55053,2014,2014,,20631,,,,,,
55420,Jackson County, WI,55053,2015,2015,,20589,,,,,,
55421,Jackson County, WI,55053,2016,2016,,20562,,,,,,
55422,Jefferson County, WI,55055,1999,1999,,73660,,,,,,
55423,Jefferson County, WI,55055,2000,2000,,74021,,,,,,
55424,Jefferson County, WI,55055,2001,2001,,76736,,,,,,
55425,Jefferson County, WI,55055,2002,2002,,77376,,,,,,
55426,Jefferson County, WI,55055,2003,2003,,78148,,,,,,
55427,Jefferson County, WI,55055,2004,2004,,79408,,,,,,
55428,Jefferson County, WI,55055,2005,2005,,80392,,,,,,
55429,Jefferson County, WI,55055,2006,2006,,81300,,,,,,
55430,Jefferson County, WI,55055,2007,2007,,82276,,,,,,
55431,Jefferson County, WI,55055,2008,2008,10,83140,12.0 (Unreliable),5.8,22.1,10.9 (Unreliable),5.2,20.0
55432,Jefferson County, WI,55055,2009,2009,,83480,,,,,,
55433,Jefferson County, WI,55055,2010,2010,,83686,,,,,,
55434,Jefferson County, WI,55055,2011,2011,,83882,,,,,,
55435,Jefferson County, WI,55055,2012,2012,,84400,,,,,,
55436,Jefferson County, WI,55055,2013,2013,,84576,,,,,,
55437,Jefferson County, WI,55055,2014,2014,14,84450,16.6 (Unreliable),9.1,27.8,17.6 (Unreliable),9.6,29.6
55438,Jefferson County, WI,55055,2015,2015,12,84640,14.2 (Unreliable),7.3,24.8,13.6 (Unreliable),6.8,24.4
55439,Jefferson County, WI,55055,2016,2016,10,84625,11.8 (Unreliable),5.7,21.7,13.1 (Unreliable),6.3,24.0
55440,Juneau County, WI,55057,1999,1999,,24184,,,,,,
55441,Juneau County, WI,55057,2000,2000,,24316,,,,,,
55442,Juneau County, WI,55057,2001,2001,,24546,,,,,,
55443,Juneau County, WI,55057,2002,2002,,25050,,,,,,
55444,Juneau County, WI,55057,2003,2003,,25186,,,,,,
55445,Juneau County, WI,55057,2004,2004,,25445,,,,,,
55446,Juneau County, WI,55057,2005,2005,,26589,,,,,,
55447,Juneau County, WI,55057,2006,2006,,26695,,,,,,
55448,Juneau County, WI,55057,2007,2007,,26755,,,,,,
55449,Juneau County, WI,55057,2008,2008,,26825,,,,,,
55450,Juneau County, WI,55057,2009,2009,,26728,,,,,,
55451,Juneau County, WI,55057,2010,2010,,26664,,,,,,
55452,Juneau County, WI,55057,2011,2011,,26675,,,,,,
55453,Juneau County, WI,55057,2012,2012,,26725,,,,,,
55454,Juneau County, WI,55057,2013,2013,,26516,,,,,,
55455,Juneau County, WI,55057,2014,2014,,26275,,,,,,
55456,Juneau County, WI,55057,2015,2015,,26204,,,,,,
55457,Juneau County, WI,55057,2016,2016,,26274,,,,,,
55458,Kenosha County, WI,55059,1999,1999,,148321,,,,,,
55459,Kenosha County, WI,55059,2000,2000,16,149577,10.7 (Unreliable),6.1,17.4,10.5 (Unreliable),6.0,17.1
55460,Kenosha County, WI,55059,2001,2001,14,151962,9.2 (Unreliable),5.0,15.5,9.0 (Unreliable),4.9,15.1
55461,Kenosha County, WI,55059,2002,2002,,153905,,,,,,
55462,Kenosha County, WI,55059,2003,2003,16,155946,10.3 (Unreliable),5.9,16.7,10.1 (Unreliable),5.8,16.4
55463,Kenosha County, WI,55059,2004,2004,18,157968,11.4 (Unreliable),6.8,18.0,11.2 (Unreliable),6.6,17.7
55464,Kenosha County, WI,55059,2005,2005,25,160088,15.6,10.1,23.1,15.2,9.9,22.5
55465,Kenosha County, WI,55059,2006,2006,32,161607,19.8,13.5,28.0,19.7,13.5,27.8
55466,Kenosha County, WI,55059,2007,2007,35,163223,21.4,14.9,29.8,20.9,14.5,29.0
55467,Kenosha County, WI,55059,2008,2008,32,164636,19.4,13.3,27.4,18.6,12.7,26.3
55468,Kenosha County, WI,55059,2009,2009,34,165502,20.5,14.2,28.7,20.1,13.9,28.1
55469,Kenosha County, WI,55059,2010,2010,38,166426,22.8,16.2,31.3,23.2,16.3,32.0
55470,Kenosha County, WI,55059,2011,2011,29,166923,17.4,11.6,25.0,17.7,11.8,25.6
55471,Kenosha County, WI,55059,2012,2012,42,167434,25.1,18.1,33.9,24.0,17.2,32.5
55472,Kenosha County, WI,55059,2013,2013,46,167572,27.5,20.1,36.6,26.2,19.1,35.0
55473,Kenosha County, WI,55059,2014,2014,44,168122,26.2,19.0,35.1,25.5,18.4,34.5
55474,Kenosha County, WI,55059,2015,2015,36,168168,21.4,15.0,29.6,21.1,14.6,29.5
55475,Kenosha County, WI,55059,2016,2016,50,168183,29.7,22.1,39.2,29.9,22.1,39.7
55476,Kewaunee County, WI,55061,1999,1999,,20109,,,,,,
55477,Kewaunee County, WI,55061,2000,2000,,20187,,,,,,
55478,Kewaunee County, WI,55061,2001,2001,,20302,,,,,,
55479,Kewaunee County, WI,55061,2002,2002,,20434,,,,,,
55480,Kewaunee County, WI,55061,2003,2003,,20402,,,,,,
55481,Kewaunee County, WI,55061,2004,2004,,20562,,,,,,
55482,Kewaunee County, WI,55061,2005,2005,,20650,,,,,,
55483,Kewaunee County, WI,55061,2006,2006,,20755,,,,,,
55484,Kewaunee County, WI,55061,2007,2007,,20694,,,,,,
55485,Kewaunee County, WI,55061,2008,2008,,20636,,,,,,
55486,Kewaunee County, WI,55061,2009,2009,,20555,,,,,,
55487,Kewaunee County, WI,55061,2010,2010,,20574,,,,,,
55488,Kewaunee County, WI,55061,2011,2011,,20607,,,,,,
55489,Kewaunee County, WI,55061,2012,2012,,20603,,,,,,
55490,Kewaunee County, WI,55061,2013,2013,,20458,,,,,,
55491,Kewaunee County, WI,55061,2014,2014,,20446,,,,,,
55492,Kewaunee County, WI,55061,2015,2015,,20381,,,,,,
55493,Kewaunee County, WI,55061,2016,2016,,20405,,,,,,
55494,La Crosse County, WI,55063,1999,1999,,106410,,,,,,
55495,La Crosse County, WI,55063,2000,2000,,107120,,,,,,
55496,La Crosse County, WI,55063,2001,2001,,107761,,,,,,
55497,La Crosse County, WI,55063,2002,2002,,108477,,,,,,
55498,La Crosse County, WI,55063,2003,2003,,109065,,,,,,
55499,La Crosse County, WI,55063,2004,2004,,109410,,,,,,
55500,La Crosse County, WI,55063,2005,2005,,109976,,,,,,
55501,La Crosse County, WI,55063,2006,2006,,110641,,,,,,
55502,La Crosse County, WI,55063,2007,2007,13,111798,11.6 (Unreliable),6.2,19.9,12.7 (Unreliable),6.5,22.1
55503,La Crosse County, WI,55063,2008,2008,,112761,,,,,,
55504,La Crosse County, WI,55063,2009,2009,10,114021,8.8 (Unreliable),4.2,16.1,8.8 (Unreliable),4.0,16.7
55505,La Crosse County, WI,55063,2010,2010,14,114638,12.2 (Unreliable),6.7,20.5,12.0 (Unreliable),6.4,20.5
55506,La Crosse County, WI,55063,2011,2011,10,115259,8.7 (Unreliable),4.2,16.0,7.9 (Unreliable),3.6,15.0
55507,La Crosse County, WI,55063,2012,2012,,116704,,,,,,
55508,La Crosse County, WI,55063,2013,2013,12,117073,10.3 (Unreliable),5.3,17.9,11.0 (Unreliable),5.5,19.7
55509,La Crosse County, WI,55063,2014,2014,,117731,,,,,,
55510,La Crosse County, WI,55063,2015,2015,12,118060,10.2 (Unreliable),5.3,17.8,10.9 (Unreliable),5.6,19.1
55511,La Crosse County, WI,55063,2016,2016,24,118122,20.3,13.0,30.2,22.3,14.1,33.4
55512,Lafayette County, WI,55065,1999,1999,,16163,,,,,,
55513,Lafayette County, WI,55065,2000,2000,,16137,,,,,,
55514,Lafayette County, WI,55065,2001,2001,,16303,,,,,,
55515,Lafayette County, WI,55065,2002,2002,,16436,,,,,,
55516,Lafayette County, WI,55065,2003,2003,,16516,,,,,,
55517,Lafayette County, WI,55065,2004,2004,,16615,,,,,,
55518,Lafayette County, WI,55065,2005,2005,,16703,,,,,,
55519,Lafayette County, WI,55065,2006,2006,,16785,,,,,,
55520,Lafayette County, WI,55065,2007,2007,,16670,,,,,,
55521,Lafayette County, WI,55065,2008,2008,,16768,,,,,,
55522,Lafayette County, WI,55065,2009,2009,,16851,,,,,,
55523,Lafayette County, WI,55065,2010,2010,,16836,,,,,,
55524,Lafayette County, WI,55065,2011,2011,,16947,,,,,,
55525,Lafayette County, WI,55065,2012,2012,,16855,,,,,,
55526,Lafayette County, WI,55065,2013,2013,,16735,,,,,,
55527,Lafayette County, WI,55065,2014,2014,,16812,,,,,,
55528,Lafayette County, WI,55065,2015,2015,,16812,,,,,,
55529,Lafayette County, WI,55065,2016,2016,,16753,,,,,,
55530,Langlade County, WI,55067,1999,1999,,20693,,,,,,
55531,Langlade County, WI,55067,2000,2000,,20740,,,,,,
55532,Langlade County, WI,55067,2001,2001,,20820,,,,,,
55533,Langlade County, WI,55067,2002,2002,,20722,,,,,,
55534,Langlade County, WI,55067,2003,2003,,20668,,,,,,
55535,Langlade County, WI,55067,2004,2004,,20686,,,,,,
55536,Langlade County, WI,55067,2005,2005,,20477,,,,,,
55537,Langlade County, WI,55067,2006,2006,,20440,,,,,,
55538,Langlade County, WI,55067,2007,2007,,20379,,,,,,
55539,Langlade County, WI,55067,2008,2008,,20248,,,,,,
55540,Langlade County, WI,55067,2009,2009,,20086,,,,,,
55541,Langlade County, WI,55067,2010,2010,,19977,,,,,,
55542,Langlade County, WI,55067,2011,2011,,19892,,,,,,
55543,Langlade County, WI,55067,2012,2012,,19740,,,,,,
55544,Langlade County, WI,55067,2013,2013,,19550,,,,,,
55545,Langlade County, WI,55067,2014,2014,,19372,,,,,,
55546,Langlade County, WI,55067,2015,2015,,19189,,,,,,
55547,Langlade County, WI,55067,2016,2016,,19221,,,,,,
55548,Lincoln County, WI,55069,1999,1999,,29393,,,,,,
55549,Lincoln County, WI,55069,2000,2000,,29641,,,,,,
55550,Lincoln County, WI,55069,2001,2001,,29548,,,,,,
55551,Lincoln County, WI,55069,2002,2002,,29641,,,,,,
55552,Lincoln County, WI,55069,2003,2003,,29621,,,,,,
55553,Lincoln County, WI,55069,2004,2004,,29666,,,,,,
55554,Lincoln County, WI,55069,2005,2005,,29602,,,,,,
55555,Lincoln County, WI,55069,2006,2006,,29457,,,,,,
55556,Lincoln County, WI,55069,2007,2007,,29272,,,,,,
55557,Lincoln County, WI,55069,2008,2008,,29094,,,,,,
55558,Lincoln County, WI,55069,2009,2009,,28833,,,,,,
55559,Lincoln County, WI,55069,2010,2010,,28743,,,,,,
55560,Lincoln County, WI,55069,2011,2011,,28456,,,,,,
55561,Lincoln County, WI,55069,2012,2012,,28481,,,,,,
55562,Lincoln County, WI,55069,2013,2013,,28353,,,,,,
55563,Lincoln County, WI,55069,2014,2014,,28152,,,,,,
55564,Lincoln County, WI,55069,2015,2015,,27966,,,,,,
55565,Lincoln County, WI,55069,2016,2016,,27902,,,,,,
55566,Manitowoc County, WI,55071,1999,1999,,82803,,,,,,
55567,Manitowoc County, WI,55071,2000,2000,,82887,,,,,,
55568,Manitowoc County, WI,55071,2001,2001,,82788,,,,,,
55569,Manitowoc County, WI,55071,2002,2002,,82338,,,,,,
55570,Manitowoc County, WI,55071,2003,2003,,82010,,,,,,
55571,Manitowoc County, WI,55071,2004,2004,,81846,,,,,,
55572,Manitowoc County, WI,55071,2005,2005,,81827,,,,,,
55573,Manitowoc County, WI,55071,2006,2006,,81869,,,,,,
55574,Manitowoc County, WI,55071,2007,2007,10,81872,12.2 (Unreliable),5.9,22.5,11.4 (Unreliable),5.2,21.7
55575,Manitowoc County, WI,55071,2008,2008,,81698,,,,,,
55576,Manitowoc County, WI,55071,2009,2009,10,81600,12.3 (Unreliable),5.9,22.5,11.0 (Unreliable),5.3,20.2
55577,Manitowoc County, WI,55071,2010,2010,14,81442,17.2 (Unreliable),9.4,28.8,16.3 (Unreliable),8.7,27.9
55578,Manitowoc County, WI,55071,2011,2011,,81171,,,,,,
55579,Manitowoc County, WI,55071,2012,2012,16,80862,19.8 (Unreliable),11.3,32.1,19.7 (Unreliable),11.1,32.6
55580,Manitowoc County, WI,55071,2013,2013,11,80632,13.6 (Unreliable),6.8,24.4,12.2 (Unreliable),5.9,22.5
55581,Manitowoc County, WI,55071,2014,2014,15,80145,18.7 (Unreliable),10.5,30.9,22.4 (Unreliable),12.2,37.6
55582,Manitowoc County, WI,55071,2015,2015,18,79717,22.6 (Unreliable),13.4,35.7,25.4 (Unreliable),14.8,40.7
55583,Manitowoc County, WI,55071,2016,2016,10,79536,12.6 (Unreliable),6.0,23.1,12.2 (Unreliable),5.6,23.1
55584,Marathon County, WI,55073,1999,1999,,125404,,,,,,
55585,Marathon County, WI,55073,2000,2000,,125834,,,,,,
55586,Marathon County, WI,55073,2001,2001,,126459,,,,,,
55587,Marathon County, WI,55073,2002,2002,,126880,,,,,,
55588,Marathon County, WI,55073,2003,2003,,127311,,,,,,
55589,Marathon County, WI,55073,2004,2004,,127855,,,,,,
55590,Marathon County, WI,55073,2005,2005,,128958,,,,,,
55591,Marathon County, WI,55073,2006,2006,,130516,,,,,,
55592,Marathon County, WI,55073,2007,2007,,131773,,,,,,
55593,Marathon County, WI,55073,2008,2008,,133036,,,,,,
55594,Marathon County, WI,55073,2009,2009,,133793,,,,,,
55595,Marathon County, WI,55073,2010,2010,,134063,,,,,,
55596,Marathon County, WI,55073,2011,2011,,134509,,,,,,
55597,Marathon County, WI,55073,2012,2012,11,134621,8.2 (Unreliable),4.1,14.6,8.4 (Unreliable),4.2,15.0
55598,Marathon County, WI,55073,2013,2013,,135242,,,,,,
55599,Marathon County, WI,55073,2014,2014,,135589,,,,,,
55600,Marathon County, WI,55073,2015,2015,15,135782,11.0 (Unreliable),6.2,18.2,11.6 (Unreliable),6.4,19.5
55601,Marathon County, WI,55073,2016,2016,17,135603,12.5 (Unreliable),7.3,20.1,13.4 (Unreliable),7.7,21.8
55602,Marinette County, WI,55075,1999,1999,,43226,,,,,,
55603,Marinette County, WI,55075,2000,2000,,43384,,,,,,
55604,Marinette County, WI,55075,2001,2001,,43157,,,,,,
55605,Marinette County, WI,55075,2002,2002,,43122,,,,,,
55606,Marinette County, WI,55075,2003,2003,,42946,,,,,,
55607,Marinette County, WI,55075,2004,2004,,42680,,,,,,
55608,Marinette County, WI,55075,2005,2005,,42850,,,,,,
55609,Marinette County, WI,55075,2006,2006,,42389,,,,,,
55610,Marinette County, WI,55075,2007,2007,,42190,,,,,,
55611,Marinette County, WI,55075,2008,2008,,42019,,,,,,
55612,Marinette County, WI,55075,2009,2009,,41792,,,,,,
55613,Marinette County, WI,55075,2010,2010,,41749,,,,,,
55614,Marinette County, WI,55075,2011,2011,,41425,,,,,,
55615,Marinette County, WI,55075,2012,2012,,41455,,,,,,
55616,Marinette County, WI,55075,2013,2013,,41439,,,,,,
55617,Marinette County, WI,55075,2014,2014,,41209,,,,,,
55618,Marinette County, WI,55075,2015,2015,,40854,,,,,,
55619,Marinette County, WI,55075,2016,2016,,40491,,,,,,
55620,Marquette County, WI,55077,1999,1999,,15646,,,,,,
55621,Marquette County, WI,55077,2000,2000,,15832,,,,,,
55622,Marquette County, WI,55077,2001,2001,,14624,,,,,,
55623,Marquette County, WI,55077,2002,2002,,14798,,,,,,
55624,Marquette County, WI,55077,2003,2003,,14931,,,,,,
55625,Marquette County, WI,55077,2004,2004,,15157,,,,,,
55626,Marquette County, WI,55077,2005,2005,,15390,,,,,,
55627,Marquette County, WI,55077,2006,2006,,15437,,,,,,
55628,Marquette County, WI,55077,2007,2007,,15395,,,,,,
55629,Marquette County, WI,55077,2008,2008,,15485,,,,,,
55630,Marquette County, WI,55077,2009,2009,,15405,,,,,,
55631,Marquette County, WI,55077,2010,2010,,15404,,,,,,
55632,Marquette County, WI,55077,2011,2011,,15345,,,,,,
55633,Marquette County, WI,55077,2012,2012,,15180,,,,,,
55634,Marquette County, WI,55077,2013,2013,,15103,,,,,,
55635,Marquette County, WI,55077,2014,2014,,15002,,,,,,
55636,Marquette County, WI,55077,2015,2015,,15056,,,,,,
55637,Marquette County, WI,55077,2016,2016,,15067,,,,,,
55638,Menominee County, WI,55078,1999,1999,,4545,,,,,,
55639,Menominee County, WI,55078,2000,2000,,4562,,,,,,
55640,Menominee County, WI,55078,2001,2001,,4521,,,,,,
55641,Menominee County, WI,55078,2002,2002,,4539,,,,,,
55642,Menominee County, WI,55078,2003,2003,,4478,,,,,,
55643,Menominee County, WI,55078,2004,2004,,4406,,,,,,
55644,Menominee County, WI,55078,2005,2005,,4353,,,,,,
55645,Menominee County, WI,55078,2006,2006,,4312,,,,,,
55646,Menominee County, WI,55078,2007,2007,,4293,,,,,,
55647,Menominee County, WI,55078,2008,2008,,4214,,,,,,
55648,Menominee County, WI,55078,2009,2009,,4191,,,,,,
55649,Menominee County, WI,55078,2010,2010,,4232,,,,,,
55650,Menominee County, WI,55078,2011,2011,,4379,,,,,,
55651,Menominee County, WI,55078,2012,2012,,4369,,,,,,
55652,Menominee County, WI,55078,2013,2013,,4363,,,,,,
55653,Menominee County, WI,55078,2014,2014,,4494,,,,,,
55654,Menominee County, WI,55078,2015,2015,,4514,,,,,,
55655,Menominee County, WI,55078,2016,2016,,4533,,,,,,
55656,Milwaukee County, WI,55079,1999,1999,74,940529,7.9,6.2,9.9,8.0,6.3,10.1
55657,Milwaukee County, WI,55079,2000,2000,87,940164,9.3,7.4,11.4,9.7,7.7,11.9
55658,Milwaukee County, WI,55079,2001,2001,93,939305,9.9,8.0,12.1,10.2,8.2,12.5
55659,Milwaukee County, WI,55079,2002,2002,128,939854,13.6,11.3,16.0,14.1,11.7,16.6
55660,Milwaukee County, WI,55079,2003,2003,143,939513,15.2,12.7,17.7,15.8,13.2,18.4
55661,Milwaukee County, WI,55079,2004,2004,160,936914,17.1,14.4,19.7,17.7,15.0,20.5
55662,Milwaukee County, WI,55079,2005,2005,176,932540,18.9,16.1,21.7,19.3,16.5,22.2
55663,Milwaukee County, WI,55079,2006,2006,194,930263,20.9,17.9,23.8,21.1,18.1,24.1
55664,Milwaukee County, WI,55079,2007,2007,190,931453,20.4,17.5,23.3,20.9,17.9,23.9
55665,Milwaukee County, WI,55079,2008,2008,186,934752,19.9,17.0,22.8,20.4,17.5,23.4
55666,Milwaukee County, WI,55079,2009,2009,173,942668,18.4,15.6,21.1,18.5,15.7,21.3
55667,Milwaukee County, WI,55079,2010,2010,164,947735,17.3,14.7,20.0,17.2,14.6,19.9
55668,Milwaukee County, WI,55079,2011,2011,191,951535,20.1,17.2,22.9,20.2,17.3,23.1
55669,Milwaukee County, WI,55079,2012,2012,181,954867,19.0,16.2,21.7,19.1,16.3,21.9
55670,Milwaukee County, WI,55079,2013,2013,234,956717,24.5,21.3,27.6,24.7,21.4,27.9
55671,Milwaukee County, WI,55079,2014,2014,249,957185,26.0,22.8,29.2,25.7,22.4,29.0
55672,Milwaukee County, WI,55079,2015,2015,257,956314,26.9,23.6,30.2,26.7,23.4,30.0
55673,Milwaukee County, WI,55079,2016,2016,328,951448,34.5,30.7,38.2,34.3,30.5,38.0
55674,Monroe County, WI,55081,1999,1999,,40541,,,,,,
55675,Monroe County, WI,55081,2000,2000,,40899,,,,,,
55676,Monroe County, WI,55081,2001,2001,,41298,,,,,,
55677,Monroe County, WI,55081,2002,2002,,41611,,,,,,
55678,Monroe County, WI,55081,2003,2003,,41712,,,,,,
55679,Monroe County, WI,55081,2004,2004,,42229,,,,,,
55680,Monroe County, WI,55081,2005,2005,,42604,,,,,,
55681,Monroe County, WI,55081,2006,2006,,43208,,,,,,
55682,Monroe County, WI,55081,2007,2007,,43729,,,,,,
